method	dataset	sample_id	cancer	platform	sender_compartment	receiver_compartment	ligand	receptor	pathway	commot_mean_score	sender_spots	receiver_spots	distance_threshold_array_units
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	MIF	CD74	MIF	1.85438528910915e-05	634	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	MIF	CD74	MIF	0.0002534318323844352	634	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	MIF	CD74	MIF	0.010788744729714427	634	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	0.0003762831583953435	818	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	2.7266516213788267e-05	818	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	7.263692287101664e-05	818	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	2.345911878269692e-05	742	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.0005354544766231384	742	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	4.6678643191208874e-05	742	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	DLL4	NOTCH1	NOTCH	5.967514288610907e-05	634	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	DLL4	NOTCH1	NOTCH	7.47731084216443e-05	634	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	0.00048233389861607396	634	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.0016391825377961012	818	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	6.829702973931614e-05	818	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	0.0001202718917670285	818	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	4.76311272727458e-05	742	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.001504042169384118	742	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	0.00010143273770821399	742	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	JAG1	NOTCH2	NOTCH	8.344123370605904e-05	634	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.00013742115557805658	634	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	0.0016587343787870818	634	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	tumor_like	WNT5A	FZD5	WNT	0.000627657282154772	818	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	1.4059094545243801e-05	818	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	WNT5A	FZD5	WNT	5.971785901325536e-05	818	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	0.0002946565514103327	742	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	0.0006500945811181981	742	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	WNT5A	FZD5	WNT	0.00028821842274310313	742	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	WNT5A	FZD5	WNT	0.00023302830282181947	634	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	WNT5A	FZD5	WNT	4.901099498665522e-05	634	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	WNT5A	FZD5	WNT	0.0006499735303344433	634	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	3.635860071071795e-06	818	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	EGF	EGFR	EGF/ERBB	1.0411293706739134e-07	818	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	9.598700081921045e-07	742	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	8.399879495898048e-06	742	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	EGF	EGFR	EGF/ERBB	1.685125693104649e-06	742	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	EGF	EGFR	EGF/ERBB	6.54541781841767e-07	634	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	EGF	EGFR	EGF/ERBB	1.7217935216995197e-06	634	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.0005225517516452374	818	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	3.224245505538028e-05	818	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	HBEGF	EGFR	EGF/ERBB	7.527341174424494e-05	818	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	3.2873195626600756e-05	742	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.000279744725237746	742	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	HBEGF	EGFR	EGF/ERBB	8.121476750098388e-05	742	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	HBEGF	EGFR	EGF/ERBB	6.39191442560932e-05	634	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	4.9081235165998775e-05	634	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	HBEGF	EGFR	EGF/ERBB	0.0003354674870218859	634	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.0019138259352557132	818	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	3.224020295726863e-07	818	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	1.051274124817815e-06	818	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	3.5333917338494253e-06	742	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.0020458003985797646	742	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	3.594156674819573e-06	742	634	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	COL1A1	ITGA2	ECM-integrin	4.374217304548078e-06	634	818	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	9.783973531950351e-07	634	742	2.5
commot_pilot_v1	GSE283052	GSM8655160_P07	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	0.0018702644187109	634	634	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.00011905205483598131	1546	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	1.0072996518187782e-05	1546	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	1.2047820990398747e-05	1546	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	immune	immune	TGFB1	TGFBR1	TGFB	0.01388888888888895	12	12	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	0.00011207346368836948	340	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.0016733183693023019	340	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	0.00016212090646775023	340	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	TGFB1	TGFBR1	TGFB	5.605833770610485e-05	417	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	TGFB1	TGFBR1	TGFB	4.856068251865205e-05	417	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	0.0004390328029824628	417	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.00013871049944372922	1546	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	7.351559052368692e-06	1546	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	1.538366315657393e-05	1546	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	immune	immune	TGFB1	TGFBR2	TGFB	0.0069444444444444545	12	12	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	immune	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	0.0001812942389262664	12	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	0.00016390085432538455	340	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.0021551931073642326	340	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	0.0002416784064003499	340	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	TGFB1	TGFBR2	TGFB	6.2026992088734e-05	417	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	TGFB1	TGFBR2	TGFB	6.062324563816019e-05	417	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	0.0006181646576518044	417	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	7.81869138725624e-06	1546	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	5.31826700153085e-07	1546	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	5.09894285475296e-08	1546	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.0069444444444444345	12	12	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	4.90685927437526e-06	340	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.00020221362150373606	340	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	7.3696138043837434e-06	340	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	CXCL12	CXCR4	CXCL chemokine	3.748101914861701e-06	417	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	6.449885450160332e-06	417	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	4.9854800488814293e-05	417	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	CXCL9	CXCR3	CXCL chemokine	7.053180984624065e-06	340	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	4.183897350588844e-07	1546	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	CCL2	CCR2	CCL chemokine	2.595155709342556e-05	340	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	tumor_like	VEGFA	KDR	VEGF	9.15324451021298e-06	1546	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	1.649473982123684e-05	1546	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	VEGFA	KDR	VEGF	3.058489960772323e-06	1546	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	6.700670460973069e-07	340	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	0.0002667790124362646	340	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	VEGFA	KDR	VEGF	1.520257006213491e-07	340	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	VEGFA	KDR	VEGF	1.1951160449915552e-06	417	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	VEGFA	KDR	VEGF	2.4615962214226242e-05	417	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	VEGFA	KDR	VEGF	5.754643692973847e-05	417	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	tumor_like	SPP1	CD44	SPP1	8.341397848390208e-05	1546	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	1.2591580154557764e-06	1546	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	SPP1	CD44	SPP1	4.044274895115888e-06	1546	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	immune	tumor_like	SPP1	CD44	SPP1	4.359029551015391e-05	12	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	immune	ambiguous_or_low_signal	SPP1	CD44	SPP1	3.823198195356273e-05	12	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	5.680846521579564e-05	340	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.0015249612784595129	340	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	SPP1	CD44	SPP1	0.0002495866878796985	340	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	SPP1	CD44	SPP1	1.49414477002604e-05	417	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	immune	SPP1	CD44	SPP1	0.0003033485785172838	417	12	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	SPP1	CD44	SPP1	2.9193284227257015e-05	417	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	SPP1	CD44	SPP1	0.00043175621124770644	417	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	tumor_like	SPP1	ITGAV	SPP1	4.754100070286626e-05	1546	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	1.0186219365274393e-05	1546	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	1.3308304420930789e-05	1546	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	3.0428919313799155e-05	340	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.0013310420441927078	340	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	0.00012695871208599446	340	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	SPP1	ITGAV	SPP1	2.6675463329194345e-05	417	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	SPP1	ITGAV	SPP1	6.648688265721759e-05	417	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	0.00020652540526000545	417	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	tumor_like	MIF	CD74	MIF	0.0008749627294521292	1546	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	immune	MIF	CD74	MIF	0.00024166869280446446	1546	12	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	stroma_fibroblast	MIF	CD74	MIF	9.682554783239446e-05	1546	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	MIF	CD74	MIF	5.0098157689196994e-05	1546	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	immune	tumor_like	MIF	CD74	MIF	5.755157301720038e-06	12	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	immune	immune	MIF	CD74	MIF	0.28979099117089735	12	12	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	immune	stroma_fibroblast	MIF	CD74	MIF	1.8179506242320362e-05	12	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	immune	ambiguous_or_low_signal	MIF	CD74	MIF	1.1325816564125925e-05	12	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	tumor_like	MIF	CD74	MIF	9.963773142892951e-06	340	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	immune	MIF	CD74	MIF	6.995298244668419e-06	340	12	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.016658551447599642	340	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	MIF	CD74	MIF	4.7349398304727454e-05	340	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	MIF	CD74	MIF	1.6067393226311776e-05	417	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	immune	MIF	CD74	MIF	0.00020130342972452634	417	12	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	MIF	CD74	MIF	0.00024899068493014357	417	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	MIF	CD74	MIF	0.005524895986922492	417	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	9.237483773922553e-05	1546	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	4.114757352561531e-06	1546	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	9.385324959698116e-06	1546	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	6.833978284304285e-06	340	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.0005781715735976587	340	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	3.354715865559242e-05	340	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	DLL4	NOTCH1	NOTCH	6.876768121776733e-06	417	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	DLL4	NOTCH1	NOTCH	2.464816963865713e-05	417	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	0.0001488702582429361	417	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.0002107221161238869	1546	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	4.1721996687103444e-05	1546	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	3.594666574696455e-05	1546	417	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	6.195464620013307e-05	340	1546	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.0013332184334096855	340	340	2.5
commot_pilot_v1	GSE283052	GSM8655161_P09	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	0.00013235267517302203	340	417	2.5
