dataset	sample_id	cancer	pathway	receiver_compartment	target_genes_in_panel	target_genes_detected	target_genes_detected_list	receiver_spots	receiver_target_mean	other_compartment_target_mean	receiver_target_enrichment	receiver_target_positive_spot_fraction	receiver_target_percentile	target_activation_support	matrix_rows	matrix_cols	matrix_nnz
GSE283052	GSM8655160_P07	colorectal cancer	ECM-integrin	endothelial	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	0	0	15.827257	6.3182142e-11	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	ECM-integrin	ambiguous_or_low_signal	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	1845	10.020235	19.231755	0.5210255	0.98699187	0.8	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	EGF/ERBB	tumor_like	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	1606	1.3549969	0.85465889	1.5854242	0.80386052	1	1	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	EGF/ERBB	immune	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	1	0	1.0158285	9.8441814e-10	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	EGF/ERBB	stroma_fibroblast	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	1540	0.99439935	1.0250941	0.97005661	0.68376623	0.8	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	EGF/ERBB	endothelial	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	0	0	1.015625	9.8461538e-10	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	EGF/ERBB	ambiguous_or_low_signal	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	1845	0.73848238	1.1781061	0.62683859	0.71273713	0.6	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	MIF	tumor_like	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	1606	1.4968867	1.5532023	0.96374227	0.87795766	0.8	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	MIF	immune	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	1	0	1.5353923	6.5129935e-10	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	MIF	stroma_fibroblast	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	1540	2.0279221	1.315221	1.5418869	0.81103896	1	1	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	MIF	endothelial	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	0	0	1.5350847	6.5142985e-10	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	MIF	ambiguous_or_low_signal	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	1845	1.157801	1.7562758	0.65923643	0.8303523	0.6	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	NOTCH	tumor_like	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	1606	0.78224515	0.47244958	1.655722	0.71855542	1	1	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	NOTCH	immune	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	1	0	0.57223001	1.747549e-09	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	NOTCH	stroma_fibroblast	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	1540	0.53404453	0.58909949	0.90654387	0.60194805	0.8	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	NOTCH	endothelial	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	0	0	0.57211538	1.7478992e-09	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	NOTCH	ambiguous_or_low_signal	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	1845	0.42129307	0.66053838	0.63780256	0.58265583	0.6	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	SPP1	tumor_like	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	1606	4.4430262	4.8603564	0.91413588	0.92777086	0.8	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	SPP1	immune	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	1	0	4.727042	2.1154879e-10	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	SPP1	stroma_fibroblast	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	1540	6.5042208	3.9328409	1.6538225	0.88766234	1	1	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	SPP1	endothelial	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	0	0	4.7260951	2.1159117e-10	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	SPP1	ambiguous_or_low_signal	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	1845	3.4908762	5.4502701	0.64049601	0.9100271	0.6	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	TGFB	tumor_like	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	1606	7.2262943	17.134461	0.42174038	0.97011208	0.6	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	TGFB	immune	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	1	0	13.949652	7.1686375e-11	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	TGFB	stroma_fibroblast	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	1540	26.829963	8.1994703	3.2721581	0.99090909	1	1	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	TGFB	endothelial	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	0	0	13.946858	7.1700738e-11	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	TGFB	ambiguous_or_low_signal	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	1845	9.0510259	16.81715	0.53820213	0.98211382	0.8	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	VEGF	tumor_like	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	1606	0.62755737	0.67306556	0.93238669	0.7117061	0.8	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	VEGF	immune	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	1	0	0.65855683	1.5184718e-09	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	VEGF	stroma_fibroblast	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	1540	0.90343228	0.54912266	1.6452286	0.62207792	1	1	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	VEGF	endothelial	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	0	0	0.65842491	1.5187761e-09	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	VEGF	ambiguous_or_low_signal	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	1845	0.48114595	0.76235871	0.63112804	0.56910569	0.6	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	WNT	tumor_like	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	1606	1.2126846	0.73719517	1.644998	0.76712329	1	1	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	WNT	immune	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	1	0	0.89034548	1.1231595e-09	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	WNT	stroma_fibroblast	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	1540	0.83330241	0.91553551	0.91018033	0.6461039	0.8	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	WNT	endothelial	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	0	0	0.89016712	1.1233846e-09	0	0.4	0	36601	4992	15613980
GSE283052	GSM8655160_P07	colorectal cancer	WNT	ambiguous_or_low_signal	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	1845	0.65737515	1.0266467	0.64031292	0.66178862	0.6	0	36601	4992	15613980
GSE283052	GSM8655161_P09	colorectal cancer	CCL chemokine	tumor_like	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	3135	0.016321106	0.019834859	0.82284961	0.083253589	0.8	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	CCL chemokine	immune	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	65	0.0025641026	0.01782694	0.14383307	0.015384615	0.4	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	CCL chemokine	stroma_fibroblast	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	539	0.035250464	0.015495172	2.274932	0.14656772	1	1	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	CCL chemokine	endothelial	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	4	0	0.017642342	5.6681815e-08	0	0.2	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	CCL chemokine	ambiguous_or_low_signal	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	1249	0.014144649	0.018790631	0.75275008	0.070456365	0.6	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	CXCL chemokine	tumor_like	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	3135	0.23759398	0.14370336	1.6533641	0.62264753	1	1	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	CXCL chemokine	immune	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	65	0.057142857	0.20458697	0.27930839	0.12307692	0.4	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	CXCL chemokine	stroma_fibroblast	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	539	0.22289955	0.20021815	1.1132834	0.39332096	0.8	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	CXCL chemokine	endothelial	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	4	0	0.20282965	4.9302457e-09	0	0.2	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	CXCL chemokine	ambiguous_or_low_signal	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	1249	0.11449159	0.23209038	0.49330608	0.34107286	0.6	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	ECM-integrin	tumor_like	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	3135	2.0855219	4.34171	0.48034573	0.93429027	0.6	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	ECM-integrin	immune	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	65	0.1042735	2.9620233	0.035203472	0.33846154	0.4	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	ECM-integrin	stroma_fibroblast	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	539	9.7540713	2.098186	4.6488116	0.9554731	1	1	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	ECM-integrin	endothelial	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	4	0.027777778	2.9271362	0.0094897458	0.25	0.2	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	ECM-integrin	ambiguous_or_low_signal	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	1249	2.2403701	3.1532045	0.7105058	0.69575661	0.8	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	EGF/ERBB	tumor_like	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	3135	1.0347687	0.35749865	2.8944689	0.83189793	1	1	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	EGF/ERBB	immune	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	65	0.026923077	0.79279988	0.033959488	0.18461538	0.2	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	EGF/ERBB	stroma_fibroblast	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	539	0.46938776	0.8207669	0.57188924	0.57884972	0.8	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	EGF/ERBB	endothelial	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	4	0.03125	0.78343023	0.039888684	0.25	0.4	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	EGF/ERBB	ambiguous_or_low_signal	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	1249	0.32746197	0.93477825	0.35030979	0.5236189	0.6	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	MIF	tumor_like	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	3135	0.41740715	0.63520271	0.65712433	0.75023923	0.6	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	MIF	immune	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	65	1.1208791	0.49021427	2.2865085	0.16923077	0.8	1	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	MIF	stroma_fibroblast	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	539	1.2048768	0.41291585	2.9179717	0.56586271	1	1	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	MIF	endothelial	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	4	0	0.49882575	2.004708e-09	0	0.2	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	MIF	ambiguous_or_low_signal	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	1249	0.36612147	0.54257471	0.67478536	0.52041633	0.4	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	NOTCH	tumor_like	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	3135	0.69542037	0.3138703	2.2156297	0.77448166	1	1	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	NOTCH	immune	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	65	0.026373626	0.56043956	0.047058825	0.13846154	0.4	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	NOTCH	stroma_fibroblast	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	539	0.48873575	0.56132302	0.87068539	0.52690167	0.8	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	NOTCH	endothelial	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	4	0	0.55392943	1.8052841e-09	0	0.2	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	NOTCH	ambiguous_or_low_signal	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	1249	0.25437493	0.65329568	0.38937182	0.46196958	0.6	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	SPP1	tumor_like	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	3135	1.786656	1.5044875	1.1875512	0.89314195	0.8	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	SPP1	immune	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	65	0.11025641	1.702422	0.064764441	0.32307692	0.4	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	SPP1	stroma_fibroblast	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	539	2.9381571	1.5296055	1.9208594	0.66419295	1	1	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	SPP1	endothelial	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	4	0.041666667	1.6830059	0.024757292	0.25	0.2	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	SPP1	ambiguous_or_low_signal	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	1249	0.9630371	1.9214979	0.50119081	0.63490793	0.6	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	TGFB	tumor_like	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	3135	1.6102985	3.807139	0.42296813	0.91323764	0.6	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	TGFB	immune	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	65	0.096703297	2.4582621	0.039338075	0.27692308	0.4	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	TGFB	stroma_fibroblast	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	539	8.6946727	1.668923	5.2097505	0.88682746	1	1	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	TGFB	endothelial	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	4	0	2.4294593	4.1161423e-10	0	0.2	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	TGFB	ambiguous_or_low_signal	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	1249	1.9032369	2.6024579	0.73132282	0.67734187	0.8	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	VEGF	tumor_like	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	3135	0.074322169	0.1525502	0.48719813	0.32822967	0.4	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	VEGF	immune	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	65	0.0087912088	0.10467105	0.083988928	0.046153846	0.2	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	VEGF	stroma_fibroblast	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	539	0.34349324	0.074363992	4.6190801	0.38961039	1	1	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	VEGF	endothelial	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	4	0.14285714	0.103391	1.3817174	0.75	0.8	1	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	VEGF	ambiguous_or_low_signal	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	1249	0.07766213	0.11201863	0.69329658	0.25380304	0.6	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	WNT	tumor_like	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	3135	1.2082935	0.43949535	2.7492748	0.85167464	1	1	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	WNT	immune	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	65	0.024175824	0.93415292	0.025879944	0.15384615	0.2	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	WNT	stroma_fibroblast	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	539	0.58282534	0.96339546	0.60496998	0.56586271	0.8	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	WNT	endothelial	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	4	0.071428571	0.9229866	0.077388526	0.25	0.4	0	36601	4992	11925923
GSE283052	GSM8655161_P09	colorectal cancer	WNT	ambiguous_or_low_signal	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	1249	0.40043463	1.0964467	0.36521122	0.53642914	0.6	0	36601	4992	11925923
GSE283052	GSM8655162_P10	colorectal cancer	CCL chemokine	tumor_like	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	4845	0.020605435	0.13718821	0.1501983	0.10980392	0.6	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	CCL chemokine	immune	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	0	0	0.024038462	4.1599998e-08	0	0.4	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	CCL chemokine	stroma_fibroblast	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	29	0.20689655	0.022969978	9.0072592	0.55172414	1	1	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	CCL chemokine	endothelial	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	0	0	0.024038462	4.1599998e-08	0	0.4	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	CCL chemokine	ambiguous_or_low_signal	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	118	0.1200565	0.021713856	5.5290269	0.31355932	0.8	1	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	CXCL chemokine	tumor_like	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	4845	0.56225859	0.60349854	0.9316652	0.83013416	0.8	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	CXCL chemokine	immune	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	0	0	0.56347299	1.774708e-09	0	0.4	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	CXCL chemokine	stroma_fibroblast	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	29	1.1231527	0.56020264	2.0049043	0.75862069	1	1	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	CXCL chemokine	endothelial	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	0	0	0.56347299	1.774708e-09	0	0.4	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	CXCL chemokine	ambiguous_or_low_signal	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	118	0.47578692	0.56559587	0.84121357	0.69491525	0.6	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	ECM-integrin	tumor_like	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	4845	0.90716661	5.4232804	0.16727267	0.96078431	0.6	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	ECM-integrin	immune	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	0	0	1.0401531	9.613969e-10	0	0.4	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	ECM-integrin	stroma_fibroblast	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	29	10.137931	0.98699263	10.271537	1	1	1	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	ECM-integrin	endothelial	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	0	0	1.0401531	9.613969e-10	0	0.4	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	ECM-integrin	ambiguous_or_low_signal	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	118	4.2645951	0.96208909	4.4326405	0.99152542	0.8	1	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	EGF/ERBB	tumor_like	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	4845	0.67608359	0.58163265	1.1623893	0.87327141	0.8	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	EGF/ERBB	immune	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	0	0	0.67330228	1.485217e-09	0	0.4	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	EGF/ERBB	stroma_fibroblast	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	29	0.69396552	0.67318154	1.0308742	1	1	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	EGF/ERBB	endothelial	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	0	0	0.67330228	1.485217e-09	0	0.4	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	EGF/ERBB	ambiguous_or_low_signal	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	118	0.55402542	0.67618999	0.81933397	0.83898305	0.6	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	MIF	tumor_like	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	4845	0.18434321	0.48202138	0.38243783	0.55995872	0.6	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	MIF	immune	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	0	0	0.19310897	5.1784232e-09	0	0.4	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	MIF	stroma_fibroblast	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	29	0.82758621	0.18940157	4.3694791	0.79310345	1	1	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	MIF	endothelial	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	0	0	0.19310897	5.1784232e-09	0	0.4	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	MIF	ambiguous_or_low_signal	7	7	CD74,CXCR4,CXCR2,HLA-DRA,HLA-DRB1,NFKBIA,IL1B	118	0.39709443	0.18817047	2.1102909	0.66101695	0.8	1	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	NOTCH	tumor_like	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	4845	0.38039216	0.37512148	1.0140506	0.7246646	1	0	36601	4992	13467851
GSE283052	GSM8655162_P10	colorectal cancer	NOTCH	immune	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	0	0	0.38023695	2.629939e-09	0	0.4	0	36601	4992	13467851
