dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes	null_model	fake_draws_requested	fake_draws_used	null_mean_score	null_ge_observed_n	empirical_p_ge	observed_to_null_mean_ratio	fake_pair_examples
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	MIF	CD74	MIF	2.2166971	9.6632653	0.7810219	0.90816327	33	75.536518	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	7.6946531	0	0.0099009901	9.8167542	COL1A1-ITGAV;CXCL9-EGFR;TGFB1-EGFR;TGFB1-CXCR4;TGFB1-EGFR
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	immune	MIF	CD74	MIF	2.2166971	45.255931	0.7810219	0.98129562	7146	890.27299	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	30.266092	0	0.0099009901	29.414864	VEGFA-TGFBR2;VEGFA-CD44;CCL2-CXCR4;CXCL9-TGFBR2;CCL2-TGFBR2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	MIF	CD74	MIF	2.2166971	10.564079	0.7810219	0.9595537	557	148.09981	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	6.9081055	0	0.0099009901	21.438556	COL1A1-CD44;COL1A1-TGFBR2;TGFB1-NOTCH1;CCL2-ITGAV;CXCL9-TGFBR2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	MIF	CD74	MIF	2.2166971	1.8125	0.7810219	0.75	30	13.796948	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.59308441	0	0.0099009901	23.263043	CCL2-ITGA2;COL1A1-CD44;VEGFA-CXCR4;COL1A1-NOTCH1;CXCL9-NOTCH1
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	MIF	CD74	MIF	0.80846118	9.6632653	0.44119014	0.90816327	54	31.306789	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	2.0116309	0	0.0099009901	15.562889	CCL2-ITGAV;VEGFA-EGFR;JAG1-CXCR4;CXCL9-ITGAV;CXCL9-CD44
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	MIF	CD74	MIF	0.80846118	45.255931	0.44119014	0.98129562	557	231.39352	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	5.1410884	0	0.0099009901	45.008664	CCL2-CD44;VEGFA-ITGAV;CXCL9-TGFBR2;CXCL9-TGFBR1;CCL2-ITGAV
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.80846118	10.564079	0.44119014	0.9595537	32056	88.611532	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	2.590343	0	0.0099009901	34.208416	CXCL9-ITGAV;TGFB1-CD44;VEGFA-ITGAV;VEGFA-TGFBR2;VEGFA-CD44
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	MIF	CD74	MIF	0.80846118	1.8125	0.44119014	0.75	56	5.9244281	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.1681613	0	0.0099009901	35.230628	CCL2-CXCR4;TGFB1-CXCR4;VEGFA-CD44;JAG1-CD44;TGFB1-ITGA2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	MIF	CD74	MIF	0.09375	9.6632653	0.09375	0.90816327	4	1.4580399	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.13235266	0	0.0099009901	11.016325	HBEGF-ITGAV;CCL2-CXCR4;CXCL9-EGFR;CXCL9-CD44;EGF-CXCR4
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	MIF	CD74	MIF	0.09375	45.255931	0.09375	0.98129562	30	14.569527	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.4179537	0	0.0099009901	34.859189	EGF-CD44;CCL2-ITGAV;EGF-CXCR4;CXCL9-TGFBR2;CCL2-CXCR4
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	MIF	CD74	MIF	0.09375	10.564079	0.09375	0.9595537	56	4.0041667	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.18571024	0	0.0099009901	21.561367	CCL2-CXCR4;HBEGF-TGFBR2;EGF-NOTCH1;CXCL9-CXCR4;CCL2-ITGAV
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	MIF	CD74	MIF	0.09375	1.8125	0.09375	0.75	16	0.48142492	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.016849872	0	0.0099009901	28.571428	CXCL9-CXCR4;EGF-TGFBR2;HBEGF-CD44;CCL2-ITGA2;CXCL9-CD44
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	0.091836735	0.3877551	0.081632653	0.30612245	196	0.18813574	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.47876696	92	0.92079208	0.3929589	EGF-ITGA2;CXCL9-NOTCH2;CXCL9-TGFBR2;TGFB1-ITGA2;CCL2-FZD5
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	DLL4	NOTCH1	NOTCH	0.091836735	0.7705292	0.081632653	0.48403285	33	0.24953545	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.51956691	96	0.96039604	0.48027587	EGF-ITGAV;CCL2-TGFBR1;CCL2-KDR;WNT5A-ITGAV;CCL2-KDR
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.091836735	0.27955989	0.081632653	0.22051759	54	0.10288374	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.20940587	95	0.95049505	0.4913126	TGFB1-NOTCH2;CCL2-ITGAV;CXCL9-NOTCH2;EGF-NOTCH2;CXCL9-TGFBR1
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	DLL4	NOTCH1	NOTCH	0.091836735	0.125	0.081632653	0.125	4	0.01847569	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.036879531	78	0.78217822	0.50097411	TGFB1-KDR;CCL2-ITGA2;CCL2-CD44;CCL2-ITGA2;EGF-KDR
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	DLL4	NOTCH1	NOTCH	0.24589416	0.3877551	0.19160584	0.30612245	33	0.33622689	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.48847487	64	0.64356436	0.68831973	JAG1-FZD5;HBEGF-TGFBR1;HBEGF-FZD5;SPP1-NOTCH2;JAG1-TGFBR2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	immune	DLL4	NOTCH1	NOTCH	0.24589416	0.7705292	0.19160584	0.48403285	7146	1.6814295	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.7598567	47	0.47524752	0.95543547	JAG1-KDR;JAG1-TGFBR1;SPP1-NOTCH2;HBEGF-KDR;HBEGF-ITGAV
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.24589416	0.27955989	0.19160584	0.22051759	557	0.43475	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.44729667	47	0.47524752	0.97195001	WNT5A-ITGAV;EGF-ITGAV;JAG1-ITGAV;EGF-ITGAV;HBEGF-KDR
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	DLL4	NOTCH1	NOTCH	0.24589416	0.125	0.19160584	0.125	30	0.10554968	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.094938897	29	0.2970297	1.1117643	WNT5A-NOTCH2;HBEGF-ITGA2;WNT5A-CXCR4;EGF-ITGA2;EGF-ITGA2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	0.077793274	0.3877551	0.071904541	0.30612245	54	0.12088016	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.18580458	72	0.72277228	0.65057686	CXCL9-NOTCH2;CXCL9-NOTCH2;SPP1-TGFBR2;CXCL9-TGFBR1;CXCL9-TGFBR1
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	DLL4	NOTCH1	NOTCH	0.077793274	0.7705292	0.071904541	0.48403285	557	0.37909466	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.45162231	56	0.56435644	0.83940641	CXCL9-ITGAV;EGF-CCR2;WNT5A-ITGAV;CXCL9-KDR;SPP1-CCR2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.077793274	0.27955989	0.071904541	0.22051759	32056	0.22564014	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.27921458	62	0.62376238	0.8081245	WNT5A-ITGAV;WNT5A-ITGAV;CXCL9-NOTCH2;EGF-CCR2;EGF-ITGAV
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	DLL4	NOTCH1	NOTCH	0.077793274	0.125	0.071904541	0.125	56	0.039315275	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.03604592	19	0.1980198	1.0906997	HBEGF-CD44;EGF-KDR;EGF-CD44;CXCL9-NOTCH2;WNT5A-CXCR4
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	DLL4	NOTCH1	NOTCH	0.0625	0.3877551	0.0625	0.30612245	4	0.039004235	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.04281228	39	0.3960396	0.9110525	CCL2-TGFBR1;EGF-NOTCH2;CCL2-ITGA2;CXCL9-TGFBR2;CXCL9-TGFBR2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	DLL4	NOTCH1	NOTCH	0.0625	0.7705292	0.0625	0.48403285	30	0.16537421	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.12682606	27	0.27722772	1.303945	EGF-CCR2;CCL2-NOTCH2;HBEGF-KDR;CXCL9-KDR;CXCL9-NOTCH2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.0625	0.27955989	0.0625	0.22051759	56	0.070642187	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.049485361	22	0.22772277	1.4275371	EGF-KDR;CXCL9-TGFBR1;HBEGF-KDR;HBEGF-TGFBR1;CXCL9-KDR
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	DLL4	NOTCH1	NOTCH	0.0625	0.125	0.0625	0.125	16	0.022134479	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.014387412	10	0.10891089	1.5384615	CXCL9-CD44;CXCL9-ITGA2;HBEGF-CD44;CCL2-KDR;CXCL9-CD44
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	1.755102	0.41836735	0.71428571	0.33673469	196	3.879337	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	2.1885853	14	0.14851485	1.7725318	HBEGF-NOTCH1;CXCL12-TGFBR2;COL1A1-TGFBR2;VEGFA-NOTCH1;COL1A1-NOTCH1
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	JAG1	NOTCH2	NOTCH	1.755102	0.59534672	0.71428571	0.40191606	33	3.6846738	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	2.1079422	28	0.28712871	1.7479957	COL1A1-CCR2;HBEGF-TGFBR1;HBEGF-NOTCH1;HBEGF-KDR;SPP1-NOTCH1
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	1.755102	0.19990702	0.71428571	0.16302495	54	1.4060018	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.9240197	28	0.28712871	1.5216145	CXCL12-KDR;CXCL12-KDR;VEGFA-EGFR;VEGFA-EGFR;CXCL12-CCR2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	JAG1	NOTCH2	NOTCH	1.755102	0.0625	0.71428571	0.0625	4	0.17654549	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.09033073	0	0.0099009901	1.9544344	SPP1-KDR;CXCL12-CCR2;VEGFA-TGFBR1;SPP1-KDR;HBEGF-TGFBR1
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	JAG1	NOTCH2	NOTCH	0.50273723	0.41836735	0.36541971	0.33673469	33	0.74169532	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.7006995	32	0.32673267	1.058507	TGFB1-FZD5;WNT5A-NOTCH1;TGFB1-FZD5;CXCL9-ITGA2;CXCL9-TGFBR2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	immune	JAG1	NOTCH2	NOTCH	0.50273723	0.59534672	0.36541971	0.40191606	7146	2.6561485	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	2.2249957	36	0.36633663	1.1937769	TGFB1-KDR;DLL4-CCR2;SPP1-KDR;SPP1-CCR2;CXCL9-KDR
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.50273723	0.19990702	0.36541971	0.16302495	557	0.63560251	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.56460763	36	0.36633663	1.125742	TGFB1-EGFR;WNT5A-TGFBR1;DLL4-TGFBR1;CXCL9-CCR2;SPP1-CCR2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	JAG1	NOTCH2	NOTCH	0.50273723	0.0625	0.36541971	0.0625	30	0.10789958	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.086358335	26	0.26732673	1.2494402	TGFB1-CD44;SPP1-TGFBR1;TGFB1-CD44;WNT5A-TGFBR1;TGFB1-CCR2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	0.3051294	0.41836735	0.23337982	0.33673469	54	0.51156083	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.29641594	8	0.089108911	1.7258209	TGFB1-NOTCH1;CXCL9-FZD5;SPP1-NOTCH1;SPP1-TGFBR2;VEGFA-ITGA2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	JAG1	NOTCH2	NOTCH	0.3051294	0.59534672	0.23337982	0.40191606	557	1.148869	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.6406594	14	0.14851485	1.7932602	WNT5A-NOTCH1;VEGFA-CCR2;CXCL9-TGFBR1;CXCL9-NOTCH1;CXCL9-KDR
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.3051294	0.19990702	0.23337982	0.16302495	32056	0.63286567	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.34626324	15	0.15841584	1.827701	WNT5A-CCR2;TGFB1-NOTCH1;TGFB1-EGFR;WNT5A-CCR2;TGFB1-KDR
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	JAG1	NOTCH2	NOTCH	0.3051294	0.0625	0.23337982	0.0625	56	0.077103362	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.038749823	0	0.0099009901	1.9897732	CXCL9-CD44;CXCL9-CD44;WNT5A-CCR2;CXCL9-CD44;SPP1-CCR2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	WNT5A	FZD5	WNT	0.16326531	0.20408163	0.13265306	0.15306122	196	0.17603344	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.28667046	50	0.5049505	0.61406201	CCL2-CXCR3;CCL2-CXCR3;CCL2-NOTCH1;TGFB1-NOTCH1;EGF-KDR
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	WNT5A	FZD5	WNT	0.16326531	0.19571168	0.13265306	0.16788321	33	0.11267754	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.20964031	73	0.73267327	0.53748033	DLL4-ITGA2;CXCL9-EGFR;TGFB1-ITGA2;CXCL9-EGFR;DLL4-ITGA2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	0.16326531	0.072834341	0.13265306	0.067100573	54	0.047652485	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.099006338	88	0.88118812	0.48130742	TGFB1-ITGA2;TGFB1-KDR;EGF-CCR2;DLL4-ITGA2;CXCL9-ITGA2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	WNT5A	FZD5	WNT	0.16326531	0.03125	0.13265306	0.03125	4	0.0082114179	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.018609126	86	0.86138614	0.44125759	CCL2-CXCR3;TGFB1-CD44;CCL2-CD44;EGF-ITGA2;EGF-CXCR3
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	WNT5A	FZD5	WNT	0.30976277	0.20408163	0.25228102	0.15306122	33	0.22292555	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.16545	26	0.26732673	1.3473893	EGF-CCR2;EGF-CXCR3;EGF-KDR;HBEGF-NOTCH1;HBEGF-KDR
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	immune	WNT5A	FZD5	WNT	0.30976277	0.19571168	0.25228102	0.16788321	7146	0.53800624	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.90304559	67	0.67326733	0.59576863	SPP1-ITGA2;SPP1-ITGA2;SPP1-KDR;JAG1-CXCR3;JAG1-KDR
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	WNT5A	FZD5	WNT	0.30976277	0.072834341	0.25228102	0.067100573	557	0.14268619	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.2468396	75	0.75247525	0.57805226	EGF-ITGA2;JAG1-ITGA2;SPP1-CCR2;HBEGF-ITGA2;JAG1-EGFR
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	WNT5A	FZD5	WNT	0.30976277	0.03125	0.25228102	0.03125	30	0.033241294	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.047587923	63	0.63366337	0.69852374	JAG1-CCR2;EGF-CCR2;EGF-CCR2;HBEGF-CXCR3;SPP1-CCR2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	0.09995351	0.20408163	0.089570742	0.15306122	54	0.081744289	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.077572289	34	0.34653465	1.0537821	DLL4-CXCR3;CXCL9-KDR;HBEGF-NOTCH1;HBEGF-CXCR3;EGF-NOTCH1
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	WNT5A	FZD5	WNT	0.09995351	0.19571168	0.089570742	0.16788321	557	0.12371755	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.23244435	73	0.73267327	0.53224588	CXCL9-EGFR;HBEGF-CCR2;DLL4-ITGA2;CXCL9-CCR2;EGF-ITGA2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	0.09995351	0.072834341	0.089570742	0.067100573	32056	0.07553247	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.13279969	81	0.81188119	0.56876994	CXCL9-EGFR;CXCL9-CCR2;EGF-ITGA2;HBEGF-CXCR3;CXCL9-ITGA2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	WNT5A	FZD5	WNT	0.09995351	0.03125	0.089570742	0.03125	56	0.012628661	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.020310412	73	0.73267327	0.62178262	EGF-CCR2;EGF-ITGA2;HBEGF-CCR2;EGF-CCR2;CXCL9-KDR
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	WNT5A	FZD5	WNT	0.03125	0.20408163	0.03125	0.15306122	4	0.010264272	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.011501117	47	0.47524752	0.89245869	TGFB1-KDR;EGF-ITGA2;CXCL9-KDR;CXCL9-ITGA2;EGF-CCR2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	WNT5A	FZD5	WNT	0.03125	0.19571168	0.03125	0.16788321	30	0.021002231	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.038819369	72	0.72277228	0.54102454	CXCL9-ITGA2;SPP1-CXCR3;SPP1-KDR;EGF-CXCR3;SPP1-KDR
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	WNT5A	FZD5	WNT	0.03125	0.072834341	0.03125	0.067100573	56	0.0092022804	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.015825377	79	0.79207921	0.58148886	CXCL9-ITGA2;EGF-CXCR3;CXCL9-CCR2;EGF-CXCR3;EGF-ITGA2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	WNT5A	FZD5	WNT	0.03125	0.03125	0.03125	0.03125	16	0.0027668099	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.0045375682	100	1	0.6097561	EGF-KDR;TGFB1-KDR;SPP1-KDR;HBEGF-CCR2;HBEGF-ITGA2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	0.20408163	0.82653061	0.18367347	0.47959184	196	0.89116931	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.70769295	22	0.22772277	1.2592598	CCL2-ITGAV;CCL2-CXCR4;DLL4-TGFBR1;WNT5A-ITGA2;CCL2-TGFBR2
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	EGF	EGFR	EGF/ERBB	0.20408163	0.18932482	0.18367347	0.16286496	33	0.13625052	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.23826884	68	0.68316832	0.57183524	CXCL9-FZD5;DLL4-FZD5;CXCL9-KDR;DLL4-FZD5;TGFB1-CCR2
