dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes	null_model	fake_draws_requested	fake_draws_used	null_mean_score	null_ge_observed_n	empirical_p_ge	observed_to_null_mean_ratio	fake_pair_examples
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	EGF	EGFR	EGF/ERBB	0.0012562814	0.074626866	0.0012562814	0.044776119	3	0.00012996835	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.0061841537	100	1	0.021016352	HBEGF-CXCR3;DLL4-CCR2;CCL2-CXCR3;HBEGF-FZD5;DLL4-CCR2
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.0012562814	0.15766332	0.0012562814	0.12688442	2690	0.0015642871	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.087316263	100	1	0.017915186	CXCL12-KDR;HBEGF-CXCR4;CXCL9-CCR2;HBEGF-CCR2;CXCL9-CCR2
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.17777778	0.23764172	0.1324263	0.17777778	3240	0.3415128	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.33523152	47	0.47524752	1.0187371	JAG1-CXCR4;CCL2-NOTCH2;WNT5A-TGFBR1;CCL2-NOTCH2;WNT5A-ITGA2
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	immune	HBEGF	EGFR	EGF/ERBB	0.17777778	0.074626866	0.1324263	0.044776119	9	0.030548393	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.015956703	18	0.18811881	1.9144551	JAG1-ITGA2;JAG1-ITGA2;WNT5A-ITGA2;TGFB1-ITGA2;JAG1-CCR2
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.17777778	0.15766332	0.1324263	0.12688442	333	0.16288067	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.11350004	20	0.20792079	1.4350714	CXCL12-CXCR3;TGFB1-KDR;CCL2-CXCR4;CXCL12-CCR2;CXCL12-CXCR3
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	0.084170854	0.23764172	0.072236181	0.17777778	333	0.11623739	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.19852949	81	0.81188119	0.58549181	CXCL9-NOTCH2;CCL2-FZD5;CXCL9-FZD5;CCL2-ITGA2;EGF-CXCR4
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	HBEGF	EGFR	EGF/ERBB	0.084170854	0.074626866	0.072236181	0.044776119	3	0.0087078792	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.0047361764	19	0.1980198	1.8385885	EGF-FZD5;CXCL12-CCR2;DLL4-FZD5;EGF-ITGA2;DLL4-CCR2
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.084170854	0.15766332	0.072236181	0.12688442	2690	0.10480724	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.086591145	24	0.24752475	1.210369	CXCL12-CCR2;CXCL9-FZD5;CXCL12-FZD5;CCL2-CXCR4;DLL4-CXCR3
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	2.7247166	0.3723356	0.59546485	0.25079365	3240	8.2009225	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.6177158	0	0.0099009901	5.0694457	HBEGF-TGFBR2;HBEGF-TGFBR2;JAG1-TGFBR2;HBEGF-NOTCH2;HBEGF-NOTCH2
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	immune	COL1A1	ITGA2	ECM-integrin	2.7247166	0.10447761	0.59546485	0.089552239	9	0.65548122	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.0899845	0	0.0099009901	7.2843792	SPP1-TGFBR1;JAG1-KDR;VEGFA-TGFBR1;HBEGF-TGFBR1;SPP1-CCR2
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	2.7247166	0.44849246	0.59546485	0.28015075	333	7.1013005	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.6616325	0	0.0099009901	4.2736889	TGFB1-NOTCH2;SPP1-NOTCH2;SPP1-CXCR4;VEGFA-NOTCH1;HBEGF-NOTCH2
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	immune	tumor_like	COL1A1	ITGA2	ECM-integrin	0.55223881	0.3723356	0.35820896	0.25079365	9	0.47345333	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.22104832	7	0.079207921	2.1418544	CXCL12-TGFBR2;SPP1-FZD5;TGFB1-NOTCH2;CXCL12-NOTCH2;SPP1-TGFBR1
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	COL1A1	ITGA2	ECM-integrin	0.55223881	0.10447761	0.35820896	0.089552239	82	0.25495204	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.064121916	0	0.0099009901	3.9760515	TGFB1-CXCR3;SPP1-TGFBR1;CXCL12-TGFBR1;CXCL12-KDR;SPP1-CCR2
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.55223881	0.44849246	0.35820896	0.28015075	3	0.34335038	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.17816607	11	0.11881188	1.9271368	TGFB1-NOTCH2;VEGFA-TGFBR1;CCL2-TGFBR2;CXCL12-NOTCH2;VEGFA-NOTCH1
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	23.254397	0.3723356	0.81030151	0.25079365	333	50.315415	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	5.3856277	0	0.0099009901	9.342535	SPP1-FZD5;JAG1-TGFBR2;SPP1-NOTCH2;VEGFA-TGFBR2;MIF-FZD5
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	COL1A1	ITGA2	ECM-integrin	23.254397	0.10447761	0.81030151	0.089552239	3	3.3680907	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.26812964	0	0.0099009901	12.561426	TGFB1-CCR2;SPP1-CCR2;JAG1-EGFR;JAG1-EGFR;TGFB1-EGFR
GSE283052	GSM8655164_P13	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	23.254397	0.44849246	0.81030151	0.28015075	2690	82.368112	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	10.197391	0	0.0099009901	8.0773714	SPP1-TGFBR1;VEGFA-NOTCH1;TGFB1-NOTCH1;VEGFA-CXCR4;TGFB1-NOTCH2
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.13771518	0.2228482	0.12081377	0.17871674	8340	0.27709433	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.28698593	59	0.59405941	0.96553282	HBEGF-CXCR3;DLL4-NOTCH2;WNT5A-EGFR;DLL4-ITGA2;WNT5A-NOTCH2
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.13771518	0.38852097	0.12081377	0.27593819	464	0.32863116	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.34340579	40	0.40594059	0.95697618	WNT5A-CXCR4;DLL4-EGFR;DLL4-CXCR4;WNT5A-CXCR4;DLL4-EGFR
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	0.54635762	0.2228482	0.35209713	0.17871674	464	0.74782261	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.75205872	48	0.48514851	0.99436732	CXCL12-NOTCH2;SPP1-ITGA2;CCL2-CXCR3;CXCL12-ITGA2;CCL2-NOTCH2
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.54635762	0.38852097	0.35209713	0.27593819	2852	1.688858	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.448869	37	0.37623762	1.1656389	CCL2-FZD5;JAG1-EGFR;JAG1-EGFR;CXCL12-NOTCH2;JAG1-NOTCH1
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.13771518	0.68200313	0.12081377	0.38309859	8340	0.84801761	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.60204012	15	0.15841584	1.4085733	HBEGF-ITGA2;HBEGF-FZD5;CXCL12-NOTCH1;WNT5A-ITGAV;WNT5A-NOTCH1
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.13771518	0.95916115	0.12081377	0.49558499	464	0.81130817	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.55417349	22	0.22772277	1.4639967	DLL4-CD44;CXCL12-TGFBR1;DLL4-CXCR4;CCL2-CXCR4;DLL4-CD44
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	0.54635762	0.68200313	0.35209713	0.38309859	464	2.2886313	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.411333	12	0.12871287	1.6216097	CCL2-NOTCH1;CCL2-EGFR;VEGFA-NOTCH1;SPP1-ITGA2;JAG1-FZD5
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.54635762	0.95916115	0.35209713	0.49558499	2852	4.1693682	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	2.5210363	11	0.11881188	1.6538311	SPP1-NOTCH1;CCL2-NOTCH1;CXCL12-CD44;CCL2-NOTCH1;CCL2-CXCR4
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.089827856	0.14021909	0.081690141	0.11924883	8340	0.11372472	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.16547202	42	0.42574257	0.68727464	DLL4-TGFBR1;WNT5A-TGFBR1;WNT5A-EGFR;WNT5A-EGFR;CXCL9-TGFBR1
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.089827856	0.48896247	0.081690141	0.28366446	464	0.26977333	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.32386679	67	0.67326733	0.83297621	WNT5A-TGFBR1;DLL4-NOTCH2;CCL2-NOTCH2;CXCL9-NOTCH1;WNT5A-NOTCH2
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.71302428	0.14021909	0.36865342	0.11924883	464	0.61407855	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.45888489	33	0.33663366	1.3381974	TGFB1-NOTCH2;TGFB1-KDR;JAG1-EGFR;SPP1-CXCR3;JAG1-EGFR
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.71302428	0.48896247	0.36865342	0.28366446	2852	2.7738407	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.7030824	18	0.18811881	1.6287179	VEGFA-TGFBR1;JAG1-TGFBR1;VEGFA-NOTCH2;CCL2-ITGAV;TGFB1-FZD5
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.023161189	0.053834116	0.01627543	0.051956182	8340	0.011257842	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.15944099	86	0.86138614	0.070608202	CXCL12-KDR;DLL4-NOTCH2;WNT5A-CXCR4;WNT5A-CCR2;DLL4-TGFBR1
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.023161189	0.049668874	0.01627543	0.047461369	464	0.0070657396	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.093853794	100	1	0.075284539	TGFB1-KDR;WNT5A-ITGA2;CCL2-EGFR;TGFB1-KDR;TGFB1-EGFR
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.11368653	0.053834116	0.047461369	0.051956182	464	0.037590584	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.21897555	76	0.76237624	0.17166567	SPP1-NOTCH2;WNT5A-CCR2;HBEGF-NOTCH2;HBEGF-TGFBR1;DLL4-NOTCH2
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.11368653	0.049668874	0.047461369	0.047461369	2852	0.044925717	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.25483485	92	0.92079208	0.17629346	DLL4-KDR;HBEGF-ITGA2;SPP1-KDR;SPP1-KDR;WNT5A-ITGA2
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	0.14084507	0.0056338028	0.10985915	0.0056338028	8340	0.0071644026	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.20270392	100	1	0.035344174	WNT5A-NOTCH2;DLL4-TGFBR1;HBEGF-NOTCH2;WNT5A-CXCR3;HBEGF-TGFBR1
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.14084507	0.033112583	0.10985915	0.029801325	464	0.02864489	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.11592195	93	0.93069307	0.24710498	CXCL12-CXCR3;DLL4-FZD5;DLL4-KDR;TGFB1-CXCR3;DLL4-FZD5
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CCL2	CCR2	CCL chemokine	0.67439294	0.0056338028	0.32891832	0.0056338028	464	0.023336037	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.31855111	100	1	0.073256807	SPP1-CXCR4;CXCL12-TGFBR1;SPP1-TGFBR1;CXCL12-KDR;JAG1-CXCR3
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.67439294	0.033112583	0.32891832	0.029801325	2852	0.1776674	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.49169399	93	0.93069307	0.36133735	TGFB1-CXCR3;TGFB1-ITGA2;SPP1-EGFR;TGFB1-KDR;JAG1-KDR
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	VEGFA	KDR	VEGF	1.001252	0.038497653	0.44663537	0.034428795	8340	0.3480281	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.3833095	33	0.33663366	0.90795585	JAG1-CXCR3;JAG1-CXCR3;CCL2-NOTCH2;SPP1-CXCR3;CCL2-TGFBR1
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	1.001252	0.084988962	0.44663537	0.066225166	464	0.52265891	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.27547579	24	0.24752475	1.8972953	JAG1-CCR2;SPP1-FZD5;WNT5A-EGFR;HBEGF-ITGA2;CCL2-CXCR3
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	0.31456954	0.038497653	0.23951435	0.034428795	464	0.074381232	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.20730695	72	0.72277228	0.35879758	SPP1-CCR2;WNT5A-TGFBR1;CXCL9-CXCR4;SPP1-CXCR4;CXCL9-CXCR4
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	0.31456954	0.084988962	0.23951435	0.066225166	2852	0.21270655	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.25875361	44	0.44554455	0.82204283	WNT5A-CCR2;DLL4-FZD5;JAG1-EGFR;WNT5A-CXCR3;CXCL9-ITGA2
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	CD44	SPP1	0.52550861	1.6341158	0.19092332	0.60344288	8340	7.7535279	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.0781334	0	0.0099009901	7.1916223	CCL2-TGFBR2;TGFB1-FZD5;JAG1-NOTCH1;CCL2-ITGA2;JAG1-NOTCH1
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	0.52550861	1.1743929	0.19092332	0.55518764	464	3.7905805	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.82998882	0	0.0099009901	4.567026	WNT5A-TGFBR1;TGFB1-ITGAV;WNT5A-TGFBR1;JAG1-TGFBR2;WNT5A-CXCR4
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	0.32781457	1.6341158	0.1986755	0.60344288	464	3.2902094	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.88874954	0	0.0099009901	3.7020659	DLL4-ITGAV;VEGFA-FZD5;JAG1-ITGAV;DLL4-ITGAV;CXCL9-TGFBR2
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.32781457	1.1743929	0.1986755	0.55518764	2852	3.0629743	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.2247657	2	0.02970297	2.5008656	VEGFA-CXCR4;WNT5A-TGFBR1;JAG1-CXCR4;JAG1-TGFBR1;DLL4-TGFBR2
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.52550861	0.39968701	0.19092332	0.28482003	8340	1.8964289	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.65250431	0	0.0099009901	2.9063852	CCL2-FZD5;TGFB1-ITGA2;JAG1-FZD5;CCL2-TGFBR1;CCL2-TGFBR1
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	0.52550861	0.66556291	0.19092332	0.41390728	464	2.1482331	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.68412904	2	0.02970297	3.1400993	CCL2-NOTCH1;JAG1-NOTCH1;HBEGF-CXCR4;CCL2-NOTCH2;WNT5A-CXCR4
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	0.32781457	0.39968701	0.1986755	0.28482003	464	0.80474955	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.42602955	11	0.11881188	1.8889524	CXCL9-ITGA2;WNT5A-EGFR;WNT5A-NOTCH2;CXCL9-FZD5;CXCL9-EGFR
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.32781457	0.66556291	0.1986755	0.41390728	2852	1.7358774	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.1033908	15	0.15841584	1.5732208	DLL4-NOTCH2;DLL4-CXCR4;DLL4-NOTCH2;VEGFA-CXCR4;WNT5A-NOTCH1
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	MIF	CD74	MIF	8.543036	3.1627543	0.85195618	0.76588419	8340	243.95762	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	7.5024623	0	0.0099009901	32.517007	HBEGF-NOTCH1;VEGFA-CD44;HBEGF-TGFBR2;COL1A1-NOTCH1;JAG1-TGFBR2
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	MIF	CD74	MIF	8.543036	14.243929	0.85195618	0.90066225	464	747.40243	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	5.0617927	0	0.0099009901	147.65568	SPP1-CXCR4;HBEGF-ITGAV;JAG1-NOTCH1;JAG1-CD44;COL1A1-CXCR4
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	MIF	CD74	MIF	7.1788079	3.1627543	0.85430464	0.76588419	464	139.45377	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	7.6989445	0	0.0099009901	18.113362	TGFB1-NOTCH1;CXCL12-TGFBR2;CCL2-ITGAV;CXCL12-ITGAV;CCL2-TGFBR2
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	7.1788079	14.243929	0.85430464	0.90066225	2852	813.54919	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	13.515708	0	0.0099009901	60.192867	TGFB1-NOTCH1;CCL2-CD44;JAG1-CXCR4;COL1A1-CD44;COL1A1-CD44
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	0.12175274	0.63474178	0.10078247	0.36400626	8340	0.69777036	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.39024541	8	0.089108911	1.7880297	CXCL9-ITGA2;TGFB1-EGFR;TGFB1-ITGA2;WNT5A-TGFBR2;CCL2-EGFR
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.12175274	0.56401766	0.10078247	0.35761589	464	0.42177798	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.24742438	14	0.14851485	1.7046743	CXCL12-ITGAV;CCL2-FZD5;CXCL9-FZD5;CCL2-NOTCH2;CXCL12-TGFBR1
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	0.14128035	0.63474178	0.10927152	0.36400626	464	0.55079668	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.61297922	47	0.47524752	0.89855685	SPP1-ITGA2;HBEGF-ITGA2;VEGFA-TGFBR2;HBEGF-ITGA2;CXCL9-FZD5
GSE283052	GSM8655165_P15	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.14128035	0.56401766	0.10927152	0.35761589	2852	0.63398086	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.68649887	45	0.45544554	0.92349877	WNT5A-TGFBR1;HBEGF-TGFBR1;VEGFA-TGFBR1;CXCL9-TGFBR1;HBEGF-CXCR4
