dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes	null_model	null_permutations	null_mean_score	null_ge_observed_n	empirical_p_ge	observed_to_null_mean_ratio	null_mean_adjacency_pairs
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	VEGFA	KDR	VEGF	1.8144192	0.037828215	0.51401869	0.033822875	5406	0.58995936	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.53964371	0	0.019607843	1.0932386	2598.4
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	1.8144192	0.090832632	0.51401869	0.060555088	266	0.92082593	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.1901955	50	1	0.77367622	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	VEGFA	KDR	VEGF	0.16129032	0.032258065	0.064516129	0.032258065	2	0.0057159849	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0017599427	3	0.078431373	3.2478245	0.68
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	VEGFA	KDR	VEGF	0.16129032	0.090832632	0.064516129	0.060555088	3	0.020309801	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.043219694	50	1	0.46992006	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	0.51976451	0.037828215	0.21110177	0.033822875	266	0.10985516	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.14199114	50	1	0.77367618	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	VEGFA	KDR	VEGF	0.51976451	0.032258065	0.21110177	0.032258065	3	0.023243439	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.049462541	50	1	0.46992004	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	0.51976451	0.090832632	0.21110177	0.060555088	2212	0.3636285	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.310986	0	0.019607843	1.1692761	726.48
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	CD44	SPP1	3.4744103	5.3186471	0.68224299	0.81931464	5406	158.83671	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	145.29006	0	0.019607843	1.0932386	2598.4
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	3.4744103	2.1009251	0.68224299	0.49285114	266	40.783988	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	52.714542	50	1	0.77367623	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	SPP1	CD44	SPP1	0.25806452	0.93548387	0.16129032	0.19354839	2	0.2652217	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.08166134	14	0.29411765	3.2478245	0.68
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	SPP1	CD44	SPP1	0.25806452	2.1009251	0.16129032	0.49285114	3	0.75161308	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.5994488	50	1	0.46992005	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	2.7544155	5.3186471	0.37931034	0.81931464	266	81.851873	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	105.79603	50	1	0.77367619	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	SPP1	CD44	SPP1	2.7544155	0.93548387	0.37931034	0.19354839	3	3.5720803	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	7.601464	50	1	0.46992005	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	2.7544155	2.1009251	0.37931034	0.49285114	2212	44.570697	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	38.118196	0	0.019607843	1.1692761	726.48
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	ITGAV	SPP1	3.4744103	1.1949266	0.68224299	0.50645305	5406	35.685429	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	32.641941	0	0.019607843	1.0932386	2598.4
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	3.4744103	1.1244743	0.68224299	0.33641716	266	21.82874	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	28.214308	50	1	0.77367626	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	SPP1	ITGAV	SPP1	0.25806452	0.096774194	0.16129032	0.096774194	2	0.027436727	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0084477249	14	0.29411765	3.2478244	0.68
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	SPP1	ITGAV	SPP1	0.25806452	1.1244743	0.16129032	0.33641716	3	0.4022845	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.85607008	50	1	0.46992006	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	2.7544155	1.1949266	0.37931034	0.50645305	266	18.389447	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	23.76892	50	1	0.77367618	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	SPP1	ITGAV	SPP1	2.7544155	0.096774194	0.37931034	0.096774194	3	0.36952555	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.78635835	50	1	0.46992004	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	2.7544155	1.1244743	0.37931034	0.33641716	2212	23.855493	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	20.401933	0	0.019607843	1.1692761	726.48
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	MIF	CD74	MIF	19.200712	1.8433467	0.93502448	0.60302626	5406	304.22364	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	278.27744	0	0.019607843	1.0932386	2598.4
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	MIF	CD74	MIF	19.200712	5.9739277	0.93502448	0.62489487	266	640.8779	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	828.35416	50	1	0.7736762	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	MIF	CD74	MIF	3.3548387	5.3870968	0.35483871	0.29032258	2	19.855045	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	6.1133368	14	0.29411765	3.2478245	0.68
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	MIF	CD74	MIF	3.3548387	5.9739277	0.35483871	0.62489487	3	27.783507	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	59.123902	50	1	0.46992005	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	MIF	CD74	MIF	7.4558452	1.8433467	0.68208579	0.60302626	266	76.789512	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	99.252778	50	1	0.7736762	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	MIF	CD74	MIF	7.4558452	5.3870968	0.68208579	0.29032258	3	55.681012	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	118.49039	50	1	0.46992005	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	7.4558452	5.9739277	0.68208579	0.62489487	2212	343.05697	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	293.39261	0	0.019607843	1.1692761	726.48
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	0.1352915	0.80418336	0.11125946	0.35914553	5406	0.93517781	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.85541967	0	0.019607843	1.0932386	2598.4
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.1352915	0.36921783	0.11125946	0.17830109	266	0.27909443	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.36073804	50	1	0.77367619	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	DLL4	NOTCH1	NOTCH	0.032258065	0.16129032	0.032258065	0.096774194	2	0.0057159849	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0017599427	3	0.078431373	3.2478245	0.68
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.032258065	0.36921783	0.032258065	0.17830109	3	0.016511116	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.035136012	50	1	0.46992004	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	0.13793103	0.80418336	0.077375946	0.35914553	266	0.61974791	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.80104299	50	1	0.77367622	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	DLL4	NOTCH1	NOTCH	0.13793103	0.16129032	0.077375946	0.096774194	3	0.030840809	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.065629904	50	1	0.46992007	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.13793103	0.36921783	0.077375946	0.17830109	2212	0.39224197	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.33545708	0	0.019607843	1.1692762	726.48
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.5046729	0.56252781	0.3035158	0.3235425	5406	2.4401841	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	2.232069	0	0.019607843	1.0932386	2598.4
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.5046729	0.38183347	0.3035158	0.21446594	266	1.0766684	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.3916267	50	1	0.77367618	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	JAG1	NOTCH2	NOTCH	0.032258065	0.16129032	0.032258065	0.064516129	2	0.0057159849	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0017599427	3	0.078431373	3.2478245	0.68
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.032258065	0.38183347	0.032258065	0.21446594	3	0.017075277	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.036336558	50	1	0.46992004	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	0.44659378	0.56252781	0.21194281	0.3235425	266	1.4036365	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.8142429	50	1	0.77367618	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	JAG1	NOTCH2	NOTCH	0.44659378	0.16129032	0.21194281	0.064516129	3	0.099856522	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.21249683	50	1	0.46992005	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.44659378	0.38183347	0.21194281	0.21446594	2212	1.3133971	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.1232566	0	0.019607843	1.1692761	726.48
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	WNT5A	FZD5	WNT	0.39118825	0.95282599	0.24566088	0.42011571	5406	3.2038192	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	2.9305763	0	0.019607843	1.0932386	2598.4
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	0.39118825	0.23296888	0.24566088	0.12531539	266	0.50919217	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.65814635	50	1	0.77367621	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	0.5862069	0.95282599	0.14550042	0.42011571	266	3.1207754	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	4.0336971	50	1	0.77367619	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	WNT5A	FZD5	WNT	0.5862069	0.096774194	0.14550042	0.032258065	3	0.078644063	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.16735626	50	1	0.46992004	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	0.5862069	0.23296888	0.14550042	0.12531539	2212	1.0518607	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.89958283	0	0.019607843	1.1692761	726.48
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	0.0053404539	0.35024477	0.0053404539	0.2340899	5406	0.016077497	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.014706302	0	0.019607843	1.0932386	2598.4
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.0053404539	0.13961312	0.0053404539	0.10428932	266	0.0041658383	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0053844725	50	1	0.77367621	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	0.0016820858	0.35024477	0.0016820858	0.2340899	266	0.0032916815	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0042545983	50	1	0.77367621	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	EGF	EGFR	EGF/ERBB	0.0016820858	0.032258065	0.0016820858	0.032258065	3	7.5221485e-05	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.00016007295	50	1	0.46992003	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.0016820858	0.13961312	0.0016820858	0.10428932	2212	0.0018087718	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0015469159	0	0.019607843	1.1692761	726.48
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.53004005	0.35024477	0.28126391	0.2340899	5406	1.5956916	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.4596004	0	0.019607843	1.0932386	2598.4
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.53004005	0.13961312	0.28126391	0.10428932	266	0.41345945	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.5344089	50	1	0.77367621	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	HBEGF	EGFR	EGF/ERBB	0.064516129	0.032258065	0.032258065	0.032258065	2	0.0022863939	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.00070397707	14	0.29411765	3.2478244	0.68
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.064516129	0.13961312	0.032258065	0.10428932	3	0.012486767	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.026572109	50	1	0.46992006	18.84
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	0.16904962	0.35024477	0.10933558	0.2340899	266	0.33081399	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.42758712	50	1	0.77367622	1368.28
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	HBEGF	EGFR	EGF/ERBB	0.16904962	0.032258065	0.10933558	0.032258065	3	0.0075597593	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.016087331	50	1	0.46992005	18.84
