dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes	null_model	null_permutations	null_mean_score	null_ge_observed_n	empirical_p_ge	observed_to_null_mean_ratio	null_mean_adjacency_pairs	null_mean_ligand_mean_sender	null_mean_receptor_mean_receiver
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	EGF	EGFR	EGF/ERBB	2.3443329	0.23959647	0.81025825	0.19609079	474	3.4618962	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	21.541825	30	1	0.1607058	5910.2	1.6733421	1.4824926
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	EGF	EGFR	EGF/ERBB	0.2037037	2.0286944	0.15185185	0.77678144	159	2.0973286	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	16.758426	30	1	0.12515069	1008.2	1.6425926	1.475012
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	immune	immune	EGF	EGFR	EGF/ERBB	0.2037037	0.2037037	0.15185185	0.15185185	546	0.26160436	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	8.2490109	30	1	0.031713422	31.6	1.6425926	1.4538272
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.2037037	0.23959647	0.15185185	0.19609079	110	0.22985657	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	12.813376	30	1	0.017938798	192.53333	1.6425926	1.4824926
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	0.19798235	2.0286944	0.15889029	0.77678144	474	2.4754687	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	21.529882	30	1	0.11497827	5910.2	1.6808953	1.475012
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	EGF	EGFR	EGF/ERBB	0.19798235	0.2037037	0.15889029	0.15185185	110	0.18993411	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	12.86318	30	1	0.01476572	192.53333	1.6808953	1.4538272
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.19798235	0.23959647	0.15889029	0.19609079	6968	0.41977079	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	17.493806	30	1	0.023995396	1116.0667	1.6808953	1.4824926
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.32831181	2.0286944	0.25286944	0.77678144	41522	7.0827173	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	4.5713609	0	0.032258065	1.5493674	31188.2	0.29949785	1.475012
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	HBEGF	EGFR	EGF/ERBB	0.32831181	0.2037037	0.25286944	0.15185185	159	0.33941916	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.0120823	30	1	0.11268589	1008.2	0.29949785	1.4538272
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.32831181	0.23959647	0.25286944	0.19609079	474	0.48482083	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.8559657	30	1	0.12573266	5910.2	0.29949785	1.4824926
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	HBEGF	EGFR	EGF/ERBB	0.092592593	2.0286944	0.077777778	0.77678144	159	0.95333118	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.9843356	30	1	0.31944503	1008.2	0.29246914	1.475012
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	immune	immune	HBEGF	EGFR	EGF/ERBB	0.092592593	0.2037037	0.077777778	0.15185185	546	0.11891107	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.4728434	30	1	0.080735719	31.6	0.29246914	1.4538272
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.092592593	0.23959647	0.077777778	0.19609079	110	0.10448026	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.2782354	30	1	0.04586017	192.53333	0.29246914	1.4824926
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	0.26166456	2.0286944	0.22698613	0.77678144	474	3.2717182	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.8140216	30	1	0.85781324	5910.2	0.29777217	1.475012
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	HBEGF	EGFR	EGF/ERBB	0.26166456	0.2037037	0.22698613	0.15185185	110	0.25102757	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.2789697	30	1	0.11014959	192.53333	0.29777217	1.4538272
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.26166456	0.23959647	0.22698613	0.19609079	6968	0.55479261	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.0993784	30	1	0.17900125	1116.0667	0.29777217	1.4824926
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	13.518651	0.61202774	0.99246772	0.41798183	41522	87.983502	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	75.967994	0	0.032258065	1.1581654	31188.2	15.3512	0.47823609
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	COL1A1	ITGA2	ECM-integrin	13.518651	0.081481481	0.99246772	0.074074074	159	5.5904041	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	50.550442	30	1	0.11059061	1008.2	15.3512	0.47604938
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	13.518651	0.16141236	0.99246772	0.14186633	474	13.44883	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	63.53534	30	1	0.2116748	5910.2	15.3512	0.47656578
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	COL1A1	ITGA2	ECM-integrin	3.0777778	0.61202774	0.75925926	0.41798183	159	9.5600307	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	50.243442	30	1	0.1902742	1008.2	15.187778	0.47823609
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	immune	immune	COL1A1	ITGA2	ECM-integrin	3.0777778	0.081481481	0.75925926	0.074074074	546	1.5810416	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	24.949215	30	1	0.063370396	31.6	15.187778	0.47604938
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	3.0777778	0.16141236	0.75925926	0.14186633	110	2.339654	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	38.09861	30	1	0.061410482	192.53333	15.187778	0.47656578
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	28.270492	0.61202774	0.9924338	0.41798183	474	106.63968	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	62.811828	0	0.032258065	1.6977643	5910.2	15.124023	0.47823609
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	COL1A1	ITGA2	ECM-integrin	28.270492	0.081481481	0.9924338	0.074074074	110	10.848504	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	37.863011	30	1	0.28651985	192.53333	15.124023	0.47604938
GSE292299	GSM8855713_NSCLC_P11	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	28.270492	0.16141236	0.9924338	0.14186633	6968	40.380852	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	50.592587	30	1	0.79815749	1116.0667	15.124023	0.47656578
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.171875	0.1875	0.109375	0.125	48	0.12541999	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.38034527	30	1	0.32975299	10.133333	0.32395833	0.49895833
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	TGFB1	TGFBR1	TGFB	0.171875	0.25	0.109375	0.15	25	0.13999634	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.42838977	30	1	0.32679665	13	0.32395833	0.51666667
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.171875	0.53638645	0.109375	0.3174404	118	0.44059419	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.90540322	30	1	0.4866276	261.33333	0.32395833	0.50158929
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	TGFB1	TGFBR1	TGFB	0.325	0.1875	0.1875	0.125	25	0.19854026	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.40747986	28	0.93548387	0.48723945	13	0.31583333	0.49895833
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	immune	TGFB1	TGFBR1	TGFB	0.325	0.25	0.1875	0.15	80	0.35704899	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.45905471	15	0.51612903	0.77779179	15.6	0.31583333	0.51666667
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.325	0.53638645	0.1875	0.3174404	127	0.84583307	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.91557173	15	0.51612903	0.92383048	324.9	0.31583333	0.50158929
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	0.30614806	0.1875	0.20263488	0.125	118	0.27433488	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.86044108	30	1	0.31883052	261.33333	0.30951485	0.49895833
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	TGFB1	TGFBR1	TGFB	0.30614806	0.25	0.20263488	0.15	127	0.37135991	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.92532359	30	1	0.40132978	324.9	0.30951485	0.51666667
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.30614806	0.53638645	0.20263488	0.3174404	7616	1.4677644	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.3626329	1	0.064516129	1.0771532	6468.9333	0.30951485	0.50158929
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.171875	1.25	0.109375	0.265625	48	0.83613327	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.2311821	21	0.70967742	0.67913048	10.133333	0.32395833	1.6010417
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	TGFB1	TGFBR2	TGFB	0.171875	1.1875	0.109375	0.3375	25	0.66498259	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.3114899	30	1	0.50704363	13	0.32395833	1.5620833
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.171875	1.4736512	0.109375	0.55771644	118	1.2104746	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.8656324	30	1	0.42241098	261.33333	0.32395833	1.5888122
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	TGFB1	TGFBR2	TGFB	0.171875	0.25	0.109375	0.125	2	0.047205997	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.4072193	24	0.80645161	0.11592279	1.5666667	0.32395833	1.4708333
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	TGFB1	TGFBR2	TGFB	0.325	1.25	0.1875	0.265625	25	1.3236017	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.286487	10	0.35483871	1.0288497	13	0.31583333	1.6010417
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	immune	TGFB1	TGFBR2	TGFB	0.325	1.1875	0.1875	0.3375	80	1.6959827	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.3774708	10	0.35483871	1.2312295	15.6	0.31583333	1.5620833
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.325	1.4736512	0.1875	0.55771644	127	2.3238151	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.8987392	19	0.64516129	0.80166408	324.9	0.31583333	1.5888122
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	TGFB1	TGFBR2	TGFB	0.325	0.25	0.1875	0.125	5	0.14558046	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.41244726	22	0.74193548	0.35296746	1.5666667	0.31583333	1.4708333
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	0.30614806	1.25	0.20263488	0.265625	118	1.8288992	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.7571454	30	1	0.66333069	261.33333	0.30951485	1.6010417
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	TGFB1	TGFBR2	TGFB	0.30614806	1.1875	0.20263488	0.3375	127	1.7639596	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.7976329	30	1	0.6305186	324.9	0.30951485	1.5620833
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.30614806	1.4736512	0.20263488	0.55771644	7616	4.0324896	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	4.3161771	25	0.83870968	0.93427344	6468.9333	0.30951485	1.5888122
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	TGFB1	TGFBR2	TGFB	0.30614806	0.25	0.20263488	0.125	16	0.21684569	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.5961441	30	1	0.13585596	32.5	0.30951485	1.4708333
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.421875	0.359375	0.171875	0.171875	48	0.59004404	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.9233424	30	1	0.30678054	10.133333	1.2140625	0.665625
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	CXCL12	CXCR4	CXCL chemokine	0.421875	0.3625	0.171875	0.2	25	0.49825969	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.9442584	30	1	0.25627236	13	1.2140625	0.61875
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.421875	0.72271016	0.171875	0.34378921	118	1.457123	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	4.5478319	30	1	0.32039948	261.33333	1.2140625	0.67352572
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	CXCL12	CXCR4	CXCL chemokine	0.421875	0.125	0.171875	0.125	2	0.057934632	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.66415967	22	0.74193548	0.087229976	1.5666667	1.2140625	0.64166667
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.5125	0.359375	0.3	0.171875	25	0.6000752	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.9084742	30	1	0.31442668	13	1.1020833	0.665625
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.5125	0.3625	0.3	0.2	80	0.81640626	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.8993979	28	0.93548387	0.42982372	15.6	1.1020833	0.61875
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.5125	0.72271016	0.3	0.34378921	127	1.7971384	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	4.2899169	30	1	0.4189215	324.9	1.1020833	0.67352572
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	CXCL12	CXCR4	CXCL chemokine	0.5125	0.125	0.3	0.125	5	0.11478459	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.6403727	24	0.80645161	0.17924654	1.5666667	1.1020833	0.64166667
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	1.3212045	0.359375	0.49623588	0.171875	118	2.2691655	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	4.3886397	30	1	0.5170544	261.33333	1.1840025	0.665625
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	CXCL12	CXCR4	CXCL chemokine	1.3212045	0.3625	0.49623588	0.2	127	2.3238151	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	4.2355257	30	1	0.54864856	324.9	1.1840025	0.61875
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	1.3212045	0.72271016	0.49623588	0.34378921	7616	8.5345625	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	6.9993204	0	0.032258065	1.2193416	6468.9333	1.1840025	0.67352572
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	CXCL12	CXCR4	CXCL chemokine	1.3212045	0.125	0.49623588	0.125	16	0.46790678	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.6233734	28	0.93548387	0.17836072	32.5	1.1840025	0.64166667
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.21875	0.015625	0.125	0.015625	48	0.01330212	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.041313166	24	0.80645161	0.32198258	10.133333	0.30052083	0.053645833
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	CXCL9	CXCR3	CXCL chemokine	0.21875	0.0625	0.125	0.05	25	0.044544289	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.052338111	14	0.48387097	0.85108706	13	0.30052083	0.062916667
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.21875	0.053324969	0.125	0.047678795	118	0.055747696	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.095392992	23	0.77419355	0.58440033	261.33333	0.30052083	0.057047261
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.0625	0.015625	0.0625	0.015625	25	0.0031817349	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.037968281	26	0.87096774	0.083799815	13	0.2725	0.053645833
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	immune	CXCL9	CXCR3	CXCL chemokine	0.0625	0.0625	0.0625	0.05	80	0.017165817	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.045036364	23	0.77419355	0.3811546	15.6	0.2725	0.062916667
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.0625	0.053324969	0.0625	0.047678795	127	0.016170898	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.089670811	30	1	0.18033625	324.9	0.2725	0.057047261
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.30489335	0.015625	0.14805521	0.015625	118	0.022767546	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.083341517	26	0.87096774	0.27318372	261.33333	0.27988289	0.053645833
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	CXCL9	CXCR3	CXCL chemokine	0.30489335	0.0625	0.14805521	0.05	127	0.092459485	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.10224174	16	0.5483871	0.90432231	324.9	0.27988289	0.062916667
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.30489335	0.053324969	0.14805521	0.047678795	7616	0.14532007	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.13997885	11	0.38709677	1.0381573	6468.9333	0.27988289	0.057047261
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	0.265625	0.046875	0.140625	0.03125	48	0.048457723	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.15783004	26	0.87096774	0.30702472	10.133333	0.63489583	0.10520833
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	CCL2	CCR2	CCL chemokine	0.265625	0.05	0.140625	0.05	25	0.043271595	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.15596272	28	0.93548387	0.27744831	13	0.63489583	0.091666667
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.265625	0.097239649	0.140625	0.074027604	118	0.12344133	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.34127544	30	1	0.36170588	261.33333	0.63489583	0.09665412
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	CCL2	CCR2	CCL chemokine	0.25	0.046875	0.1375	0.03125	25	0.038180819	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.17531536	29	0.96774194	0.21778365	13	0.65083333	0.10520833
