dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes	null_model	null_permutations	null_mean_score	null_ge_observed_n	empirical_p_ge	observed_to_null_mean_ratio	null_mean_adjacency_pairs	null_mean_ligand_mean_sender	null_mean_receptor_mean_receiver
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.086920358	0.32002495	0.076731129	0.23476814	15524	0.26843675	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.29262182	30	1	0.91735043	14926.133	0.095598531	0.31848617
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.086920358	0.32258065	0.076731129	0.19354839	30	0.096284966	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.14753398	26	0.87096774	0.65262907	96.733333	0.095598531	0.33655914
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	0.5483871	0.32002495	0.22580645	0.23476814	30	0.60265636	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.1472512	0	0.032258065	4.0927094	96.733333	0.10107527	0.31848617
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.5483871	0.32258065	0.22580645	0.19354839	2	0.19434348	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.013513516	0	0.032258065	14.381415	0.8	0.10107527	0.33655914
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.086920358	0.96693699	0.076731129	0.4499896	15524	0.8110662	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.87694916	30	1	0.92487255	14926.133	0.095598531	0.95445346
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.086920358	0.5483871	0.076731129	0.22580645	30	0.16368444	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.41931981	30	1	0.39035704	96.733333	0.095598531	0.95591398
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	0.5483871	0.96693699	0.22580645	0.4499896	30	1.8208915	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.44073951	0	0.032258065	4.1314461	96.733333	0.10107527	0.95445346
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.5483871	0.5483871	0.22580645	0.22580645	2	0.33038392	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.046199271	0	0.032258065	7.1512799	0.8	0.10107527	0.95591398
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.0041588688	0.12102308	0.0039509253	0.096693699	15524	0.0048571336	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.0056028432	29	0.96774194	0.86690514	14926.133	0.0044153324	0.1320025
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.0041588688	0.58064516	0.0039509253	0.25806452	30	0.0082924851	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.0019408434	0	0.032258065	4.2726195	96.733333	0.0044153324	0.095698925
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.061343315	0.01268455	0.046787274	0.012476606	15524	0.007508945	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.008536435	30	1	0.87963477	14926.133	0.066188397	0.013419283
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.061343315	0.12903226	0.046787274	0.096774194	30	0.027180924	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.0029889633	0	0.032258065	9.093763	96.733333	0.066188397	0.0096774194
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.4516129	0.01268455	0.12903226	0.012476606	30	0.019671618	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.0039508474	0	0.032258065	4.9790883	96.733333	0.064516129	0.013419283
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.4516129	0.12903226	0.12903226	0.096774194	2	0.06401903	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.00093664728	0	0.032258065	68.349134	0.8	0.064516129	0.0096774194
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	0.044291953	0.0056144729	0.039509253	0.0056144729	15524	0.0023997745	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.0029054241	30	1	0.82596357	14926.133	0.05035697	0.006002634
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CCL2	CCR2	CCL chemokine	0.19354839	0.0056144729	0.12903226	0.0056144729	30	0.0037316183	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.0015615552	3	0.12903226	2.3896807	96.733333	0.056989247	0.006002634
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	VEGFA	KDR	VEGF	1.8317738	0.024953213	0.57433978	0.022457891	15524	0.44109784	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.44323061	19	0.64516129	0.99518813	14926.133	1.8040133	0.02556318
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	0.64516129	0.024953213	0.32258065	0.022457891	30	0.055283234	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.19733351	30	1	0.28015127	96.733333	1.688172	0.02556318
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	CD44	SPP1	0.5213142	3.4441672	0.24620503	0.73175296	15524	17.326882	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	17.534172	24	0.80645161	0.98817794	14926.133	0.53611284	3.4030082
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	0.5213142	2.3225806	0.24620503	0.38709677	30	4.1578521	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	8.4293027	30	1	0.49326169	96.733333	0.53611284	3.4290323
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	0.29032258	3.4441672	0.12903226	0.73175296	30	3.4337108	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	8.38949	27	0.90322581	0.40928719	96.733333	0.53655914	3.4030082
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.29032258	2.3225806	0.12903226	0.38709677	2	0.74079164	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.86882667	9	0.32258065	0.85263455	0.8	0.53655914	3.4290323
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.5213142	0.91744645	0.24620503	0.44291953	15524	4.6154804	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	4.7243663	30	1	0.97695228	14926.133	0.53611284	0.9169058
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	0.5213142	1.3870968	0.24620503	0.32258065	30	2.4831616	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.3986735	15	0.51612903	1.0352229	96.733333	0.53611284	0.97526882
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	0.29032258	0.91744645	0.12903226	0.44291953	30	0.91466111	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.2639671	27	0.90322581	0.40400812	96.733333	0.53655914	0.9169058
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.29032258	1.3870968	0.12903226	0.32258065	2	0.44241723	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.24107497	6	0.22580645	1.8351852	0.8	0.53655914	0.97526882
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	MIF	CD74	MIF	16.77043	21.664379	0.90289041	0.93782491	15524	3506.1225	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3413.129	0	0.032258065	1.0272458	14926.133	16.561246	21.443225
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	MIF	CD74	MIF	16.77043	13.290323	0.90289041	0.77419355	30	765.38228	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1654.7856	30	1	0.46252656	96.733333	16.561246	21.773118
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	MIF	CD74	MIF	8.9032258	21.664379	0.48387097	0.93782491	30	662.35728	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1654.0444	30	1	0.40044711	96.733333	16.808602	21.443225
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	8.9032258	13.290323	0.48387097	0.77419355	2	129.99521	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	167.82605	10	0.35483871	0.77458304	0.8	16.808602	21.773118
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	0.078394677	0.7147016	0.066333957	0.39509253	15524	0.54068952	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.54166532	18	0.61290323	0.99819852	14926.133	0.079573023	0.70826229
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.078394677	0.70967742	0.066333957	0.22580645	30	0.19104964	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.25640918	24	0.80645161	0.74509673	96.733333	0.079573023	0.70215054
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	0.22580645	0.7147016	0.19354839	0.39509253	30	0.55419139	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.24872853	3	0.12903226	2.2280974	96.733333	0.076344086	0.70826229
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.22580645	0.70967742	0.19354839	0.22580645	2	0.17605233	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.024704498	2	0.096774194	7.1263268	0.8	0.076344086	0.70215054
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	1.8592223	0.35870243	0.56976502	0.25805781	15524	6.4357959	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	6.3113626	1	0.064516129	1.0197158	14926.133	1.8348305	0.35789838
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	1.8592223	0.25806452	0.56976502	0.096774194	30	1.6476247	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.7656294	25	0.83870968	0.59575035	96.733333	1.8348305	0.32795699
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	1.0645161	0.35870243	0.32258065	0.25805781	30	1.3112492	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.0755802	30	1	0.42634206	96.733333	1.8731183	0.35789838
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	1.0645161	0.25806452	0.32258065	0.096774194	2	0.301804	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.31392647	10	0.35483871	0.96138435	0.8	1.8731183	0.32795699
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	WNT5A	FZD5	WNT	0.14826367	0.61987939	0.1124974	0.36036598	15524	0.88690801	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.92043878	30	1	0.96357089	14926.133	0.15769737	0.60729881
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	0.14826367	0.29032258	0.1124974	0.12903226	30	0.14781355	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.43993297	30	1	0.33599107	96.733333	0.15769737	0.60752688
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	0.38709677	0.61987939	0.19354839	0.36036598	30	0.82399661	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.41365744	2	0.096774194	1.9919782	96.733333	0.1483871	0.60729881
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	0.38709677	0.29032258	0.19354839	0.12903226	2	0.12346527	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.034395212	3	0.12903226	3.5896063	0.8	0.1483871	0.60752688
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	0.13017259	0.18798087	0.11166563	0.14930339	15524	0.23614015	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.23067267	0	0.032258065	1.0237023	14926.133	0.12812088	0.18732931
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.13017259	0.22580645	0.11166563	0.16129032	30	0.10093797	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.11622078	16	0.5483871	0.86850195	96.733333	0.12812088	0.19784946
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	0.032258065	0.18798087	0.032258065	0.14930339	30	0.020823352	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.11361572	30	1	0.18327879	96.733333	0.13225806	0.18732931
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.032258065	0.22580645	0.032258065	0.16129032	2	0.0080023788	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.011715466	10	0.35483871	0.68306105	0.8	0.13225806	0.19784946
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.4992722	0.18798087	0.28633812	0.14930339	15524	0.90570687	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.87894193	0	0.032258065	1.0304513	14926.133	0.48818881	0.18732931
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.4992722	0.22580645	0.28633812	0.16129032	30	0.38714388	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.44336153	16	0.5483871	0.87320134	96.733333	0.48818881	0.19784946
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	0.19354839	0.18798087	0.12903226	0.14930339	30	0.12494011	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.38374492	30	1	0.32558114	96.733333	0.44623656	0.18732931
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.19354839	0.22580645	0.12903226	0.16129032	2	0.048014273	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.040100519	9	0.32258065	1.1973479	0.8	0.44623656	0.19784946
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	2.6019963	0.87835309	0.60636307	0.4404242	15524	22.055272	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	25.019935	30	1	0.88150796	14926.133	3.0131143	0.86397726
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	2.6019963	0.29032258	0.60636307	0.22580645	30	2.5940967	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	12.183021	30	1	0.21292721	96.733333	3.0131143	0.88064516
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	21.774194	0.87835309	0.51612903	0.4404242	30	65.676482	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	11.058805	0	0.032258065	5.9388406	96.733333	2.7913978	0.86397726
GSE283052	GSM8655157_P02	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	21.774194	0.29032258	0.51612903	0.22580645	2	6.9449216	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.2951216	2	0.096774194	5.3623704	0.8	2.7913978	0.88064516
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.22874944	0.61771251	0.16777926	0.35558522	5406	1.214549	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.1069918	3	0.12903226	1.0971617	2582.9333	0.27273402	0.51627355
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.22874944	0.49285114	0.16777926	0.19512195	266	0.62990319	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.0270492	30	1	0.61331357	1374.5	0.27273402	0.52116625
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	TGFB1	TGFBR1	TGFB	0.064516129	0.16129032	0.032258065	0.064516129	2	0.01143197	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.05026256	5	0.19354839	0.22744504	0.33333333	0.28494624	0.56021505
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.064516129	0.49285114	0.032258065	0.19512195	3	0.04407979	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.44813891	30	1	0.09836189	19.433333	0.28494624	0.52116625
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	0.4255677	0.61771251	0.2195122	0.35558522	266	1.4687675	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.99661535	0	0.032258065	1.4737556	1374.5	0.26742361	0.51627355
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	TGFB1	TGFBR1	TGFB	0.4255677	0.16129032	0.2195122	0.064516129	3	0.095155179	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.44914454	30	1	0.2118587	19.433333	0.26742361	0.56021505
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.4255677	0.49285114	0.2195122	0.19512195	2212	1.6154511	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.91960391	0	0.032258065	1.7566814	722.86667	0.26742361	0.52116625
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.22874944	0.47218514	0.16777926	0.29105474	5406	0.92841246	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.95952831	20	0.67741935	0.96757172	2582.9333	0.27273402	0.44755971
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.22874944	0.57022708	0.16777926	0.2724979	266	0.72879584	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.88558405	30	1	0.82295502	1374.5	0.27273402	0.44964957
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	TGFB1	TGFBR2	TGFB	0.064516129	0.096774194	0.032258065	0.064516129	2	0.0068591818	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.040202427	5	0.19354839	0.17061611	0.33333333	0.28494624	0.44086022
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.064516129	0.57022708	0.032258065	0.2724979	3	0.051000167	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.38625742	30	1	0.13203673	19.433333	0.28494624	0.44964957
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	0.4255677	0.47218514	0.2195122	0.29105474	266	1.1227394	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.86436084	0	0.032258065	1.2989244	1374.5	0.26742361	0.44755971
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	TGFB1	TGFBR2	TGFB	0.4255677	0.096774194	0.2195122	0.064516129	3	0.057093107	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.35660939	30	1	0.16009984	19.433333	0.26742361	0.44086022
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.4255677	0.57022708	0.2195122	0.2724979	2212	1.8690714	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.79366362	0	0.032258065	2.3549919	722.86667	0.26742361	0.44964957
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.066755674	0.57854918	0.060525145	0.3106364	5406	0.33196865	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.84128187	30	1	0.3945986	2582.9333	0.17111704	0.62584186
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.066755674	0.65601346	0.060525145	0.27922624	266	0.24468026	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.76546144	30	1	0.31965067	1374.5	0.17111704	0.61892347
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.032258065	1.3870968	0.032258065	0.12903226	2	0.04915747	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.026217317	4	0.16129032	1.875	0.33333333	0.14086022	0.63548387
