dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	0.13793103	0.80418336	0.077375946	0.35914553	266	0.61974791	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	DLL4	NOTCH1	NOTCH	0.13793103	0.16129032	0.077375946	0.096774194	3	0.030840809	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.13793103	0.36921783	0.077375946	0.17830109	2212	0.39224197	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.5046729	0.56252781	0.3035158	0.3235425	5406	2.4401841	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.5046729	0.38183347	0.3035158	0.21446594	266	1.0766684	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	JAG1	NOTCH2	NOTCH	0.032258065	0.16129032	0.032258065	0.064516129	2	0.0057159849	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.032258065	0.38183347	0.032258065	0.21446594	3	0.017075277	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	0.44659378	0.56252781	0.21194281	0.3235425	266	1.4036365	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	JAG1	NOTCH2	NOTCH	0.44659378	0.16129032	0.21194281	0.064516129	3	0.099856522	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.44659378	0.38183347	0.21194281	0.21446594	2212	1.3133971	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	WNT5A	FZD5	WNT	0.39118825	0.95282599	0.24566088	0.42011571	5406	3.2038192	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	0.39118825	0.23296888	0.24566088	0.12531539	266	0.50919217	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	0.5862069	0.95282599	0.14550042	0.42011571	266	3.1207754	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	WNT5A	FZD5	WNT	0.5862069	0.096774194	0.14550042	0.032258065	3	0.078644063	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	0.5862069	0.23296888	0.14550042	0.12531539	2212	1.0518607	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	0.0053404539	0.35024477	0.0053404539	0.2340899	5406	0.016077497	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.0053404539	0.13961312	0.0053404539	0.10428932	266	0.0041658383	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	0.0016820858	0.35024477	0.0016820858	0.2340899	266	0.0032916815	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	EGF	EGFR	EGF/ERBB	0.0016820858	0.032258065	0.0016820858	0.032258065	3	7.5221485e-05	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.0016820858	0.13961312	0.0016820858	0.10428932	2212	0.0018087718	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.53004005	0.35024477	0.28126391	0.2340899	5406	1.5956916	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.53004005	0.13961312	0.28126391	0.10428932	266	0.41345945	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	HBEGF	EGFR	EGF/ERBB	0.064516129	0.032258065	0.032258065	0.032258065	2	0.0022863939	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.064516129	0.13961312	0.032258065	0.10428932	3	0.012486767	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	0.16904962	0.35024477	0.10933558	0.2340899	266	0.33081399	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	HBEGF	EGFR	EGF/ERBB	0.16904962	0.032258065	0.10933558	0.032258065	3	0.0075597593	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.16904962	0.13961312	0.10933558	0.10428932	2212	0.18178156	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	13.291055	1.0623053	0.9376947	0.46328438	5406	121.36051	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	13.291055	0.34062237	0.9376947	0.16820858	266	25.294763	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	COL1A1	ITGA2	ECM-integrin	0.70967742	0.19354839	0.25806452	0.064516129	2	0.150902	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.70967742	0.34062237	0.25806452	0.16820858	3	0.33511172	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	35.778806	1.0623053	0.84693019	0.46328438	266	212.36023	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	COL1A1	ITGA2	ECM-integrin	35.778806	0.19354839	0.84693019	0.064516129	3	9.5999916	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	35.778806	0.34062237	0.84693019	0.16820858	2212	93.866021	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.13136531	0.56678967	0.10553506	0.28339483	2844	0.59217627	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.13136531	0.65517241	0.10553506	0.23662307	359	0.5065989	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	0.42568371	0.56678967	0.19976219	0.28339483	359	1.4201587	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.42568371	0.65517241	0.19976219	0.23662307	412	1.6799168	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.13136531	0.62583026	0.10553506	0.29188192	2844	0.6538613	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.13136531	0.68727705	0.10553506	0.22592152	359	0.53142317	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	0.42568371	0.62583026	0.19976219	0.29188192	359	1.5680919	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.42568371	0.68727705	0.19976219	0.22592152	412	1.7622358	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.024354244	0.15202952	0.022509225	0.11143911	2844	0.02944767	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.024354244	0.46730083	0.022509225	0.18073722	359	0.066988327	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.14863258	0.15202952	0.096313912	0.11143911	359	0.13300558	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.14863258	0.46730083	0.096313912	0.18073722	412	0.41836535	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.55793358	0.033210332	0.23505535	0.031365314	2844	0.1473683	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.55793358	0.039239001	0.23505535	0.029726516	359	0.12886304	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL9	CXCR3	CXCL chemokine	1.4292509	0.033210332	0.2568371	0.031365314	359	0.27938921	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	1.4292509	0.039239001	0.2568371	0.029726516	412	0.33780926	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	0.16346863	0.0055350554	0.11107011	0.0055350554	2844	0.0071962256	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.16346863	0.021403092	0.11107011	0.021403092	359	0.020593913	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CCL2	CCR2	CCL chemokine	0.58501784	0.0055350554	0.18192628	0.0055350554	359	0.019059829	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.58501784	0.021403092	0.18192628	0.021403092	412	0.075420734	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	VEGFA	KDR	VEGF	2.403321	0.053505535	0.44797048	0.045387454	2844	1.022725	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	2.403321	0.20570749	0.44797048	0.11890606	359	2.9099788	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	0.97265161	0.053505535	0.29488704	0.045387454	359	0.30632607	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	0.97265161	0.20570749	0.29488704	0.11890606	412	1.2051818	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	CD44	SPP1	1.2749077	1.5132841	0.37785978	0.4402214	2844	15.344319	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	1.2749077	1.3246136	0.37785978	0.31391201	359	9.9402176	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	1.5648038	1.5132841	0.28537455	0.4402214	359	13.938252	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	1.5648038	1.3246136	0.28537455	0.31391201	412	12.485163	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	ITGAV	SPP1	1.2749077	0.94649446	0.37785978	0.37785978	2844	9.5972146	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	1.2749077	1.4363853	0.37785978	0.32461356	359	10.778979	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	1.5648038	0.94649446	0.28537455	0.37785978	359	8.71778	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	1.5648038	1.4363853	0.28537455	0.32461356	412	13.538669	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	MIF	CD74	MIF	10.233579	4.2180812	0.73948339	0.64907749	2844	343.31348	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	MIF	CD74	MIF	10.233579	9.9108205	0.73948339	0.48870392	359	596.98731	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	MIF	CD74	MIF	7.489893	4.2180812	0.51843044	0.64907749	359	185.95955	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	7.489893	9.9108205	0.51843044	0.48870392	412	447.12645	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	0.23468635	1.1830258	0.15498155	0.33468635	2844	2.2081594	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.23468635	1.0356718	0.15498155	0.26159334	359	1.4306649	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	0.2901308	1.1830258	0.14268728	0.33468635	359	2.0203006	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.2901308	1.0356718	0.14268728	0.26159334	412	1.8099273	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.34538745	0.23579336	0.20295203	0.16715867	2844	0.64771878	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.34538745	0.3686088	0.20295203	0.1902497	359	0.74937671	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	0.48156956	0.23579336	0.20095125	0.16715867	359	0.66837243	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.48156956	0.3686088	0.20095125	0.1902497	412	1.0692269	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	WNT5A	FZD5	WNT	0.099630996	1.5527675	0.085239852	0.40369004	2844	1.2304084	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	0.099630996	0.49702735	0.085239852	0.22473246	359	0.29147593	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	0.45184304	1.5527675	0.20332937	0.40369004	359	4.129733	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	0.45184304	0.49702735	0.20332937	0.22473246	412	1.3527359	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	0.0018450185	0.3095941	0.0018450185	0.200369	2844	0.0045429897	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.0018450185	0.15457788	0.0018450185	0.11058264	359	0.0016787113	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	0.0011890606	0.3095941	0.0011890606	0.200369	359	0.0021668288	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.0011890606	0.15457788	0.0011890606	0.11058264	412	0.0011071246	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.13911439	0.3095941	0.10848708	0.200369	2844	0.34254142	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.13911439	0.15457788	0.10848708	0.11058264	359	0.12657483	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	0.12604043	0.3095941	0.096313912	0.200369	359	0.22968386	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.12604043	0.15457788	0.096313912	0.11058264	412	0.11735521	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	5.6464945	0.36531365	0.75202952	0.2199262	2844	16.40564	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	5.6464945	0.27467301	0.75202952	0.16290131	359	9.128992	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	33.172414	0.36531365	0.76694411	0.2199262	359	71.329784	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655159_P05	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	33.172414	0.27467301	0.76694411	0.16290131	412	54.883044	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655160_P07	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.47260274	0.79638854	0.29950187	0.40410959	3060	3.0209761	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE283052	GSM8655160_P07	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.47260274	0.93376623	0.29950187	0.37987013	498	2.7416261	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
