dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	immune	JAG1	NOTCH2	NOTCH	0.083769634	0.10994764	0.078534031	0.094240838	232	0.050205557	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.083769634	0.12579957	0.078534031	0.10634328	311	0.060520825	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	JAG1	NOTCH2	NOTCH	0.083769634	0.015873016	0.078534031	0.015873016	23	0.0042257842	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	0.1401919	0.10925926	0.11886994	0.098148148	919	0.10453073	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	JAG1	NOTCH2	NOTCH	0.1401919	0.10994764	0.11886994	0.094240838	311	0.088521324	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.1401919	0.12579957	0.11886994	0.10634328	18684	0.17345926	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	JAG1	NOTCH2	NOTCH	0.1401919	0.015873016	0.11886994	0.015873016	107	0.010418998	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	JAG1	NOTCH2	NOTCH	0.063492063	0.10925926	0.063492063	0.098148148	72	0.029763328	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	JAG1	NOTCH2	NOTCH	0.063492063	0.10994764	0.063492063	0.094240838	23	0.022185367	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.063492063	0.12579957	0.063492063	0.10634328	107	0.037397467	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	JAG1	NOTCH2	NOTCH	0.063492063	0.015873016	0.063492063	0.015873016	26	0.0033215791	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	WNT5A	FZD5	WNT	0.12037037	0.22222222	0.094444444	0.17037037	1086	0.18700679	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	WNT5A	FZD5	WNT	0.12037037	0.12041885	0.094444444	0.10471204	164	0.074009972	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	0.12037037	0.12979744	0.094444444	0.10714286	919	0.10662242	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	WNT5A	FZD5	WNT	0.12037037	0.047619048	0.094444444	0.047619048	72	0.024592581	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	WNT5A	FZD5	WNT	0.09947644	0.22222222	0.094240838	0.17037037	164	0.1128714	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	immune	WNT5A	FZD5	WNT	0.09947644	0.12041885	0.094240838	0.10471204	232	0.065297108	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	WNT5A	FZD5	WNT	0.09947644	0.12979744	0.094240838	0.10714286	311	0.074152436	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	WNT5A	FZD5	WNT	0.09947644	0.047619048	0.094240838	0.047619048	23	0.015054356	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	0.1228678	0.22222222	0.10501066	0.17037037	919	0.1863324	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	WNT5A	FZD5	WNT	0.1228678	0.12041885	0.10501066	0.10471204	311	0.084971175	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	0.1228678	0.12979744	0.10501066	0.10714286	18684	0.15685545	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	WNT5A	FZD5	WNT	0.1228678	0.047619048	0.10501066	0.047619048	107	0.027394437	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	WNT5A	FZD5	WNT	0.095238095	0.22222222	0.063492063	0.17037037	72	0.090803374	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	WNT5A	FZD5	WNT	0.095238095	0.12041885	0.063492063	0.10471204	23	0.036447389	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	WNT5A	FZD5	WNT	0.095238095	0.12979744	0.063492063	0.10714286	107	0.057878919	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	WNT5A	FZD5	WNT	0.095238095	0.047619048	0.063492063	0.047619048	26	0.014947106	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	0.066666667	1.0388889	0.062962963	0.30185185	1086	0.48420373	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	EGF	EGFR	EGF/ERBB	0.066666667	0.052356021	0.062962963	0.052356021	164	0.017821799	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.066666667	0.5141258	0.062962963	0.25346482	919	0.23390577	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	EGF	EGFR	EGF/ERBB	0.066666667	0.063492063	0.062962963	0.063492063	72	0.018160675	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	EGF	EGFR	EGF/ERBB	0.09947644	1.0388889	0.083769634	0.30185185	164	0.52767377	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	immune	EGF	EGFR	EGF/ERBB	0.09947644	0.052356021	0.083769634	0.052356021	232	0.028390047	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.09947644	0.5141258	0.083769634	0.25346482	311	0.29371673	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	EGF	EGFR	EGF/ERBB	0.09947644	0.063492063	0.083769634	0.063492063	23	0.020072475	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	0.065831557	1.0388889	0.061833689	0.30185185	919	0.46673033	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	EGF	EGFR	EGF/ERBB	0.065831557	0.052356021	0.061833689	0.052356021	311	0.019794285	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.065831557	0.5141258	0.061833689	0.25346482	18684	0.3328886	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	EGF	EGFR	EGF/ERBB	0.065831557	0.063492063	0.061833689	0.063492063	107	0.019570285	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	EGF	EGFR	EGF/ERBB	0.12698413	1.0388889	0.079365079	0.30185185	72	0.5660077	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	EGF	EGFR	EGF/ERBB	0.12698413	0.052356021	0.079365079	0.052356021	23	0.021128921	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.12698413	0.5141258	0.079365079	0.25346482	107	0.30567676	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	EGF	EGFR	EGF/ERBB	0.12698413	0.063492063	0.079365079	0.063492063	26	0.026572633	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.11666667	1.0388889	0.098148148	0.30185185	1086	0.84735653	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	HBEGF	EGFR	EGF/ERBB	0.11666667	0.052356021	0.098148148	0.052356021	164	0.031188149	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.11666667	0.5141258	0.098148148	0.25346482	919	0.4093351	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	HBEGF	EGFR	EGF/ERBB	0.11666667	0.063492063	0.098148148	0.063492063	72	0.031781181	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	HBEGF	EGFR	EGF/ERBB	0.073298429	1.0388889	0.052356021	0.30185185	164	0.38881225	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	immune	HBEGF	EGFR	EGF/ERBB	0.073298429	0.052356021	0.052356021	0.052356021	232	0.020918982	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.073298429	0.5141258	0.052356021	0.25346482	311	0.21642286	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	HBEGF	EGFR	EGF/ERBB	0.073298429	0.063492063	0.052356021	0.063492063	23	0.014790245	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	0.14605544	1.0388889	0.11940299	0.30185185	919	1.0354989	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	HBEGF	EGFR	EGF/ERBB	0.14605544	0.052356021	0.11940299	0.052356021	311	0.043916065	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.14605544	0.5141258	0.11940299	0.25346482	18684	0.73855446	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	HBEGF	EGFR	EGF/ERBB	0.14605544	0.063492063	0.11940299	0.063492063	107	0.043419094	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	HBEGF	EGFR	EGF/ERBB	0.047619048	1.0388889	0.047619048	0.30185185	72	0.21225289	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	HBEGF	EGFR	EGF/ERBB	0.047619048	0.052356021	0.047619048	0.052356021	23	0.0079233454	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.047619048	0.5141258	0.047619048	0.25346482	107	0.11462878	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	HBEGF	EGFR	EGF/ERBB	0.047619048	0.063492063	0.047619048	0.063492063	26	0.0099647373	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	1.9666667	0.55555556	0.45	0.27962963	1086	7.6385081	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	COL1A1	ITGA2	ECM-integrin	1.9666667	0.083769634	0.45	0.078534031	164	0.84118892	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	1.9666667	0.41577825	0.45	0.24760128	919	5.5802714	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	COL1A1	ITGA2	ECM-integrin	1.9666667	0.11111111	0.45	0.11111111	72	0.93754484	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	COL1A1	ITGA2	ECM-integrin	0.30890052	0.55555556	0.23036649	0.27962963	164	0.87623846	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	immune	COL1A1	ITGA2	ECM-integrin	0.30890052	0.083769634	0.23036649	0.078534031	232	0.14105371	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.30890052	0.41577825	0.23036649	0.24760128	311	0.73759756	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	COL1A1	ITGA2	ECM-integrin	0.30890052	0.11111111	0.23036649	0.11111111	23	0.10907805	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	20.870203	0.55555556	0.92803838	0.27962963	919	79.125589	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	COL1A1	ITGA2	ECM-integrin	20.870203	0.083769634	0.92803838	0.078534031	311	10.040431	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	20.870203	0.41577825	0.92803838	0.24760128	18684	85.34613	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	COL1A1	ITGA2	ECM-integrin	20.870203	0.11111111	0.92803838	0.11111111	107	10.857447	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	COL1A1	ITGA2	ECM-integrin	0.11111111	0.55555556	0.11111111	0.27962963	72	0.26484318	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	COL1A1	ITGA2	ECM-integrin	0.11111111	0.083769634	0.11111111	0.078534031	23	0.029580489	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.11111111	0.41577825	0.11111111	0.24760128	107	0.21630315	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	COL1A1	ITGA2	ECM-integrin	0.11111111	0.11111111	0.11111111	0.11111111	26	0.040689344	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.82012246	0.91461195	0.4772464	0.51067351	30654	7.7488823	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	TGFB1	TGFBR1	TGFB	0.82012246	0.70238095	0.4772464	0.35714286	273	3.2333773	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.82012246	1.0245737	0.4772464	0.51454363	719	5.5283863	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	TGFB1	TGFBR1	TGFB	0.82012246	0.26086957	0.4772464	0.17391304	70	0.911979	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	TGFB1	TGFBR1	TGFB	0.24404762	0.91461195	0.14285714	0.51067351	273	1.2529	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	immune	TGFB1	TGFBR1	TGFB	0.24404762	0.70238095	0.14285714	0.35714286	146	0.855432	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.24404762	1.0245737	0.14285714	0.51454363	98	1.1489857	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	TGFB1	TGFBR1	TGFB	0.24404762	0.26086957	0.14285714	0.17391304	11	0.15820058	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	0.53209629	0.91461195	0.33500502	0.51067351	719	3.2018691	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	TGFB1	TGFBR1	TGFB	0.53209629	0.70238095	0.33500502	0.35714286	98	1.7173539	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.53209629	1.0245737	0.33500502	0.51454363	8456	4.9298528	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	TGFB1	TGFBR1	TGFB	0.53209629	0.26086957	0.33500502	0.17391304	48	0.54021473	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	TGFB1	TGFBR1	TGFB	0.086956522	0.91461195	0.065217391	0.51067351	70	0.33901721	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	TGFB1	TGFBR1	TGFB	0.086956522	0.70238095	0.065217391	0.35714286	11	0.15176966	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.086956522	1.0245737	0.065217391	0.51454363	48	0.34673537	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	TGFB1	TGFBR1	TGFB	0.086956522	0.26086957	0.065217391	0.17391304	32	0.079315862	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.82012246	9.0519609	0.4772464	0.87655138	30654	76.691082	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	TGFB1	TGFBR2	TGFB	0.82012246	1.6071429	0.4772464	0.44642857	273	7.3984057	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.82012246	2.7517553	0.4772464	0.76479438	719	14.847898	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	TGFB1	TGFBR2	TGFB	0.82012246	0.34782609	0.4772464	0.26086957	70	1.215972	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	TGFB1	TGFBR2	TGFB	0.24404762	9.0519609	0.14285714	0.87655138	273	12.400015	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
