variant	rank_in_variant	candidate_id	dataset	sample_id	cancer	sender_compartment	receiver_compartment	ligand	receptor	pathway	full_v3	confidence_tier_pilot_v3	all_null_gates	both_external	target_activation_support	no_null	no_external	no_recurrence	no_raw_score	no_annotation	equal_weight
full_v3	24	GSE283052|GSM8655160_P07|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655160_P07	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.937148	high_pilot_v3	True	True	1						
full_v3	25	GSE292299|GSM8855715_NSCLC_P13|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE292299	GSM8855715_NSCLC_P13	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.937136	high_pilot_v3	True	True	1						
full_v3	26	GSE283052|GSM8655165_P15|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655165_P15	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.937041	high_pilot_v3	True	True	1						
full_v3	27	GSE283052|GSM8655163_P11|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655163_P11	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.936509	high_pilot_v3	True	True	1						
full_v3	28	GSE292299|GSM8855719_DLBCL_P1|immune|immune|MIF|CD74|MIF	GSE292299	GSM8855719_DLBCL_P1	DLBCL	immune	immune	MIF	CD74	MIF	0.936402	high_pilot_v3	True	True	1						
full_v3	29	GSE292299|GSM8855708_NSCLC_P6|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855708_NSCLC_P6	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.936291	high_pilot_v3	True	True	0						
full_v3	30	GSE292299|GSM8855704_NSCLC_P2|tumor_like|immune|MIF|CD74|MIF	GSE292299	GSM8855704_NSCLC_P2	NSCLC	tumor_like	immune	MIF	CD74	MIF	0.936154	high_pilot_v3	True	True	0						
full_v3	31	GSE292299|GSM8855704_NSCLC_P2|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855704_NSCLC_P2	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.936047	high_pilot_v3	True	True	0						
full_v3	32	GSE283052|GSM8655168_P24|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655168_P24	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.936012	high_pilot_v3	True	True	1						
full_v3	33	GSE283052|GSM8655160_P07|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655160_P07	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.935763	high_pilot_v3	True	True	1						
full_v3	34	GSE283052|GSM8655159_P05|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655159_P05	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.935266	high_pilot_v3	True	True	1						
full_v3	35	GSE300445|GSM9060734_AdjIII-0113|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE300445	GSM9060734_AdjIII-0113	melanoma	tumor_like	tumor_like	SPP1	CD44	SPP1	0.9348	high_pilot_v3	True	True	0						
full_v3	36	GSE292299|GSM8855708_NSCLC_P6|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855708_NSCLC_P6	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.934698	high_pilot_v3	True	True	1						
full_v3	37	GSE292299|GSM8855711_NSCLC_P9|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855711_NSCLC_P9	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.934662	high_pilot_v3	True	True	1						
full_v3	38	GSE283052|GSM8655158_P04|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.934378	high_pilot_v3	True	True	1						
full_v3	39	GSE300445|GSM9060734_AdjIII-0113|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE300445	GSM9060734_AdjIII-0113	melanoma	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.934295	high_pilot_v3	True	True	0						
full_v3	40	GSE292299|GSM8855717_NSCLC_P15|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.933845	high_pilot_v3	True	True	0						
full_v3	41	GSE292299|GSM8855714_NSCLC_P12|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855714_NSCLC_P12	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.933561	high_pilot_v3	True	True	1						
full_v3	42	GSE283052|GSM8655161_P09|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.933313	high_pilot_v3	True	True	1						
full_v3	43	GSE292299|GSM8855705_NSCLC_P3|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855705_NSCLC_P3	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.932958	high_pilot_v3	True	True	0						
full_v3	44	GSE283052|GSM8655160_P07|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE283052	GSM8655160_P07	colorectal cancer	tumor_like	tumor_like	SPP1	CD44	SPP1	0.932851	high_pilot_v3	True	True	0						
full_v3	45	GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.932638	high_pilot_v3	True	True	1						
full_v3	46	GSE292299|GSM8855705_NSCLC_P3|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855705_NSCLC_P3	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.932567	high_pilot_v3	True	True	0						
full_v3	47	GSE292299|GSM8855706_NSCLC_P4|immune|immune|SPP1|CD44|SPP1	GSE292299	GSM8855706_NSCLC_P4	NSCLC	immune	immune	SPP1	CD44	SPP1	0.932531	high_pilot_v3	True	True	1						
full_v3	48	GSE292299|GSM8855705_NSCLC_P3|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE292299	GSM8855705_NSCLC_P3	NSCLC	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.932496	high_pilot_v3	True	True	0						
full_v3	49	GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	SPP1	CD44	SPP1	0.932247	high_pilot_v3	True	True	1						
full_v3	50	GSE283052|GSM8655168_P24|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655168_P24	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.931821	high_pilot_v3	True	True	1						
full_v3	51	GSE292299|GSM8855717_NSCLC_P15|immune|immune|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.931608	high_pilot_v3	True	True	1						
full_v3	52	GSE300445|GSM9060735_AdjIII-0133|tumor_like|tumor_like|JAG1|NOTCH2|NOTCH	GSE300445	GSM9060735_AdjIII-0133	melanoma	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.931537	high_pilot_v3	True	True	0						
full_v3	53	GSE283052|GSM8655158_P04|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE283052	GSM8655158_P04	colorectal cancer	tumor_like	tumor_like	SPP1	CD44	SPP1	0.931182	high_pilot_v3	True	True	0						
full_v3	54	GSE292299|GSM8855706_NSCLC_P4|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855706_NSCLC_P4	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.930969	high_pilot_v3	True	True	1						
full_v3	55	GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|JAG1|NOTCH2|NOTCH	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.93072	high_pilot_v3	True	True	1						
full_v3	56	GSE283052|GSM8655166_P17|tumor_like|tumor_like|MIF|CD74|MIF	GSE283052	GSM8655166_P17	colorectal cancer	tumor_like	tumor_like	MIF	CD74	MIF	0.930507	high_pilot_v3	True	True	0						
full_v3	57	GSE292299|GSM8855709_NSCLC_P7|immune|immune|SPP1|CD44|SPP1	GSE292299	GSM8855709_NSCLC_P7	NSCLC	immune	immune	SPP1	CD44	SPP1	0.930357	high_pilot_v3	True	True	0						
full_v3	58	GSE292299|GSM8855703_NSCLC_P1|immune|immune|SPP1|CD44|SPP1	GSE292299	GSM8855703_NSCLC_P1	NSCLC	immune	immune	SPP1	CD44	SPP1	0.93033	high_pilot_v3	True	True	0						
full_v3	59	GSE292299|GSM8855720_DLBCL_P2|immune|immune|MIF|CD74|MIF	GSE292299	GSM8855720_DLBCL_P2	DLBCL	immune	immune	MIF	CD74	MIF	0.930259	high_pilot_v3	True	True	1						
full_v3	60	GSE292299|GSM8855704_NSCLC_P2|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855704_NSCLC_P2	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.929398	high_pilot_v3	True	True	1						
full_v3	61	GSE292299|GSM8855715_NSCLC_P13|tumor_like|tumor_like|JAG1|NOTCH2|NOTCH	GSE292299	GSM8855715_NSCLC_P13	NSCLC	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.928387	high_pilot_v3	True	True	1						
full_v3	62	GSE292299|GSM8855707_NSCLC_P5|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855707_NSCLC_P5	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.927773	high_pilot_v3	True	True	1						
full_v3	63	GSE283052|GSM8655162_P10|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655162_P10	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.927595	high_pilot_v3	True	True	1						
full_v3	64	GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.927418	high_pilot_v3	True	True	1						
full_v3	65	GSE300445|GSM9060735_AdjIII-0133|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE300445	GSM9060735_AdjIII-0133	melanoma	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.927049	high_pilot_v3	True	True	1						
full_v3	66	GSE292299|GSM8855708_NSCLC_P6|tumor_like|tumor_like|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855708_NSCLC_P6	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.92685	high_pilot_v3	True	True	0						
full_v3	67	GSE300445|GSM9060735_AdjIII-0133|tumor_like|tumor_like|TGFB1|TGFBR1|TGFB	GSE300445	GSM9060735_AdjIII-0133	melanoma	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.926601	high_pilot_v3	True	True	0						
full_v3	68	GSE292299|GSM8855706_NSCLC_P4|immune|immune|SPP1|ITGAV|SPP1	GSE292299	GSM8855706_NSCLC_P4	NSCLC	immune	immune	SPP1	ITGAV	SPP1	0.92653	high_pilot_v3	True	True	1						
full_v3	69	GSE292299|GSM8855703_NSCLC_P1|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.926459	high_pilot_v3	True	True	1						
full_v3	70	GSE300445|GSM9060734_AdjIII-0113|tumor_like|tumor_like|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060734_AdjIII-0113	melanoma	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.926424	high_pilot_v3	True	True	0						
full_v3	71	GSE283052|GSM8655160_P07|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655160_P07	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.92621	high_pilot_v3	True	True	1						
full_v3	72	GSE292299|GSM8855709_NSCLC_P7|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855709_NSCLC_P7	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.925977	high_pilot_v3	True	True	1						
full_v3	73	GSE283052|GSM8655161_P09|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.925962	high_pilot_v3	True	True	1						
full_v3	74	GSE283052|GSM8655160_P07|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE283052	GSM8655160_P07	colorectal cancer	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.925926	high_pilot_v3	True	True	0						
full_v3	75	GSE292299|GSM8855710_NSCLC_P8|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855710_NSCLC_P8	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.925891	high_pilot_v3	True	True	1						
full_v3	76	GSE283052|GSM8655159_P05|tumor_like|tumor_like|MIF|CD74|MIF	GSE283052	GSM8655159_P05	colorectal cancer	tumor_like	tumor_like	MIF	CD74	MIF	0.925811	high_pilot_v3	True	True	0						
full_v3	77	GSE283052|GSM8655167_P18|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655167_P18	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.925642	high_pilot_v3	True	True	1						
full_v3	78	GSE292299|GSM8855709_NSCLC_P7|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855709_NSCLC_P7	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.925536	high_pilot_v3	True	True	0						
full_v3	79	GSE300445|GSM9060734_AdjIII-0113|tumor_like|tumor_like|TGFB1|TGFBR1|TGFB	GSE300445	GSM9060734_AdjIII-0113	melanoma	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.925323	high_pilot_v3	True	True	0						
full_v3	80	GSE292299|GSM8855711_NSCLC_P9|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855711_NSCLC_P9	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.925252	high_pilot_v3	True	True	1						
full_v3	81	GSE292299|GSM8855712_NSCLC_P10|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE292299	GSM8855712_NSCLC_P10	NSCLC	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.925074	high_pilot_v3	True	True	1						
full_v3	82	GSE283052|GSM8655159_P05|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655159_P05	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.924648	high_pilot_v3	True	True	1						
full_v3	83	GSE292299|GSM8855718_NSCLC_P16|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855718_NSCLC_P16	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.924506	high_pilot_v3	True	True	0						
full_v3	84	GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.923156	high_pilot_v3	True	True	1						
full_v3	85	GSE292299|GSM8855707_NSCLC_P5|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855707_NSCLC_P5	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.922908	high_pilot_v3	True	True	1						
full_v3	86	GSE292299|GSM8855708_NSCLC_P6|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855708_NSCLC_P6	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.922735	high_pilot_v3	True	True	0						
full_v3	87	GSE292299|GSM8855711_NSCLC_P9|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855711_NSCLC_P9	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.922659	high_pilot_v3	True	True	1						
full_v3	88	GSE283052|GSM8655162_P10|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655162_P10	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.922588	high_pilot_v3	True	True	1						
full_v3	89	GSE300445|GSM9060735_AdjIII-0133|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE300445	GSM9060735_AdjIII-0133	melanoma	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.922162	high_pilot_v3	True	True	1						
full_v3	90	GSE292299|GSM8855706_NSCLC_P4|immune|endothelial|SPP1|CD44|SPP1	GSE292299	GSM8855706_NSCLC_P4	NSCLC	immune	endothelial	SPP1	CD44	SPP1	0.921345	high_pilot_v3	True	True	0						
full_v3	91	GSE283052|GSM8655158_P04|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE283052	GSM8655158_P04	colorectal cancer	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.921239	high_pilot_v3	True	True	0						
full_v3	92	GSE292299|GSM8855708_NSCLC_P6|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE292299	GSM8855708_NSCLC_P6	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.920999	medium_pilot_v3	False	True	0						
full_v3	93	GSE283052|GSM8655167_P18|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE283052	GSM8655167_P18	colorectal cancer	tumor_like	tumor_like	SPP1	CD44	SPP1	0.92099	high_pilot_v3	True	True	0						
full_v3	94	GSE292299|GSM8855706_NSCLC_P4|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855706_NSCLC_P4	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.92088	high_pilot_v3	True	True	0						
full_v3	95	GSE292299|GSM8855706_NSCLC_P4|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855706_NSCLC_P4	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.920706	high_pilot_v3	True	True	1						
full_v3	96	GSE292299|GSM8855715_NSCLC_P13|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR1|TGFB	GSE292299	GSM8855715_NSCLC_P13	NSCLC	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.920609	medium_pilot_v3	False	True	1						
full_v3	97	GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.92003	high_pilot_v3	True	True	1						
full_v3	98	GSE292299|GSM8855703_NSCLC_P1|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.919792	medium_pilot_v3	False	True	1						
full_v3	99	GSE292299|GSM8855707_NSCLC_P5|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE292299	GSM8855707_NSCLC_P5	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.919747	high_pilot_v3	True	True	1						
full_v3	100	GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.919403	high_pilot_v3	True	True	0						
full_v3	101	GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.918966	high_pilot_v3	True	True	1						
full_v3	102	GSE283052|GSM8655168_P24|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE283052	GSM8655168_P24	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.918398	high_pilot_v3	True	True	1						
full_v3	103	GSE283052|GSM8655166_P17|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655166_P17	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.918327	high_pilot_v3	True	True	1						
full_v3	104	GSE292299|GSM8855710_NSCLC_P8|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855710_NSCLC_P8	NSCLC	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.918216	high_pilot_v3	True	True	0						
full_v3	105	GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|HBEGF|EGFR|EGF/ERBB	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.91751	high_pilot_v3	True	True	1						
full_v3	106	GSE292299|GSM8855709_NSCLC_P7|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE292299	GSM8855709_NSCLC_P7	NSCLC	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.917205	medium_pilot_v3	False	True	1						
full_v3	107	GSE292299|GSM8855711_NSCLC_P9|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE292299	GSM8855711_NSCLC_P9	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.917084	high_pilot_v3	True	True	0						
full_v3	108	GSE292299|GSM8855714_NSCLC_P12|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855714_NSCLC_P12	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.916583	high_pilot_v3	True	True	1						
full_v3	109	GSE292299|GSM8855718_NSCLC_P16|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE292299	GSM8855718_NSCLC_P16	NSCLC	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.916445	high_pilot_v3	True	True	0						
full_v3	110	GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.916253	high_pilot_v3	True	True	1						
full_v3	111	GSE292299|GSM8855707_NSCLC_P5|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE292299	GSM8855707_NSCLC_P5	NSCLC	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.915877	high_pilot_v3	True	True	0						
full_v3	112	GSE292299|GSM8855707_NSCLC_P5|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE292299	GSM8855707_NSCLC_P5	NSCLC	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.91577	high_pilot_v3	True	True	1						
full_v3	113	GSE292299|GSM8855712_NSCLC_P10|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855712_NSCLC_P10	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.915699	high_pilot_v3	True	True	1						
full_v3	114	GSE292299|GSM8855716_NSCLC_P14|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE292299	GSM8855716_NSCLC_P14	NSCLC	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.91545	high_pilot_v3	True	True	1						
full_v3	115	GSE292299|GSM8855719_DLBCL_P1|immune|immune|CXCL9|CXCR3|CXCL chemokine	GSE292299	GSM8855719_DLBCL_P1	DLBCL	immune	immune	CXCL9	CXCR3	CXCL chemokine	0.914705	high_pilot_v3	True	True	1						
full_v3	116	GSE283052|GSM8655168_P24|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655168_P24	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.914592	high_pilot_v3	True	True	1						
full_v3	117	GSE283052|GSM8655167_P18|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655167_P18	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.914492	high_pilot_v3	True	True	1						
full_v3	118	GSE292299|GSM8855709_NSCLC_P7|tumor_like|tumor_like|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855709_NSCLC_P7	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.914314	high_pilot_v3	True	True	0						
full_v3	119	GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|TGFB1|TGFBR1|TGFB	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.914033	medium_pilot_v3	False	True	0						
full_v3	120	GSE283052|GSM8655159_P05|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655159_P05	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.913959	high_pilot_v3	True	True	1						
full_v3	121	GSE283052|GSM8655163_P11|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655163_P11	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.913727	high_pilot_v3	True	True	1						
full_v3	122	GSE292299|GSM8855707_NSCLC_P5|tumor_like|immune|MIF|CD74|MIF	GSE292299	GSM8855707_NSCLC_P5	NSCLC	tumor_like	immune	MIF	CD74	MIF	0.913568	high_pilot_v3	True	True	1						
full_v3	123	GSE292299|GSM8855720_DLBCL_P2|immune|immune|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855720_DLBCL_P2	DLBCL	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.913497	high_pilot_v3	True	True	1						
full_v3	124	GSE292299|GSM8855720_DLBCL_P2|immune|immune|CXCL9|CXCR3|CXCL chemokine	GSE292299	GSM8855720_DLBCL_P2	DLBCL	immune	immune	CXCL9	CXCR3	CXCL chemokine	0.91332	high_pilot_v3	True	True	1						
