candidate_id	dataset	sample_id	cancer	sender_compartment	receiver_compartment	ligand	receptor	pathway	full_high	full_v3	no_null	no_external	no_recurrence	no_raw_score	no_annotation	equal_weight	rank_full_v3	rank_no_null	rank_no_external	rank_no_recurrence	rank_no_raw_score	rank_no_annotation	rank_equal_weight	rank_shift_no_null_vs_full	rank_shift_no_external_vs_full
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|TGFB1|TGFBR1|TGFB	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	False	0.766307	0.8810961166666667	0.7078841475000001	0.7250674329411765	0.7501760564705882	0.7958970200000002	0.790368384	819	325	856	964	1101	819	581	-494	37
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|TGFB1|TGFBR1|TGFB	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	False	0.495807	0.6261245266666667	0.36975841	0.5833020329411764	0.4354494258823529	0.4953408088888889	0.527632294	2700	2277	3065	2062	3195	2700	2573	-423	365
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|TGFB1|TGFBR1|TGFB	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	False	0.447731	0.6318063441666667	0.30966333812499997	0.5267419652941175	0.37487866352941174	0.4419229672222222	0.5064351739999999	3083	2228	3451	2577	3537	3083	2774	-855	368
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR1|TGFB	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	False	0.868173	0.8864228216666666	0.83521570125	0.8449088952941176	0.8662574917647059	0.9090806233333332	0.843964358	281	281	288	301	415	281	212	0	7
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	False	0.794515	0.8863044516666667	0.74314353375	0.7582527376470587	0.7796848894117646	0.8272386966666666	0.8070763060000001	629	283	646	699	695	629	461	-346	17
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	False	0.585777	0.7562736741666667	0.482221755625	0.6009145935294117	0.5376625882352941	0.5953082272222223	0.637692206	1908	1353	2209	1859	2257	1908	1629	-555	301
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	False	0.497401	0.6370146791666668	0.37175121437499997	0.5851776135294117	0.42963784	0.49711219055555556	0.533874492	2680	2185	3045	2037	3233	2681	2511	-495	365
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	True	0.916253	0.8917495266666666	0.89531634	0.9014742023529412	0.9190627717647059	0.9625034133333334	0.8706679659999998	110	237	112	121	180	110	103	127	2
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|CXCL12|CXCR4|CXCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	False	0.764565	0.8539891091666667	0.705705706875	0.723017135882353	0.7672601176470587	0.7939606283333333	0.775943504	833	536	871	979	958	833	693	-297	38
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	False	0.490871	0.6178977266666668	0.36358830999999997	0.5774948799999999	0.4354494258823529	0.4898562755555555	0.5210508540000001	2749	2337	3114	2114	3196	2749	2623	-412	365
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|CXCL12|CXCR4|CXCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	False	0.655983	0.8732836166666668	0.5699792125	0.5952745529411765	0.6258978823529411	0.6733148555555557	0.73130016	1503	384	1681	1921	1782	1503	1041	-1119	178
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	True	0.92003	0.8936434666666667	0.9000371250000001	0.905917294117647	0.9221689647058824	0.9666996666666667	0.87350325	97	219	99	108	164	97	90	122	2
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|CXCL9|CXCR3|CXCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	CXCL9	CXCR3	CXCL chemokine	False	0.49137	0.5768821025	0.489212086875	0.4016113758823529	0.5238122447058823	0.4904107438888889	0.534125886	2743	2663	2171	3351	2378	2743	2508	-80	-572
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|CXCL9|CXCR3|CXCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	False	0.396753	0.5534446016666666	0.24594153624999995	0.46676850470588227	0.370219374117647	0.38528136555555553	0.44176558200000005	3375	2814	3760	3016	3567	3375	3243	-561	385
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|CXCL9|CXCR3|CXCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	CXCL9	CXCR3	CXCL chemokine	False	0.308779	0.4992305875000001	0.26097409562499996	0.27503444294117646	0.27557755764705877	0.2875325294444444	0.404004932	3777	3189	3695	3871	3914	3777	3444	-588	-82
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|CXCL9|CXCR3|CXCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	False	0.816987	0.8561197916666667	0.77123430375	0.7846911094117647	0.82743008	0.8522082700000001	0.803220284	465	516	476	493	543	465	494	51	11
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|CCL2|CCR2|CCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	False	0.523642	0.5954663825000001	0.5295529368749999	0.4395792347058823	0.5486617882352941	0.5262692772222222	0.5595543660000001	2428	2529	1912	3149	2174	2428	2242	101	-516
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|CCL2|CCR2|CCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	CCL2	CCR2	CCL chemokine	False	0.460737	0.6754853216666666	0.32592092125	0.4538079258823529	0.4475829929411764	0.4563741522222222	0.534777696	3004	1913	3366	3075	3128	3004	2500	-1091	362
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|CCL2|CCR2|CCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	CCL2	CCR2	CCL chemokine	False	0.249253	0.378018465	0.18656665374999998	0.29323920352941174	0.20287322823529413	0.2213925811111111	0.313635894	3955	3574	3982	3815	4081	3955	3828	-381	27
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|CCL2|CCR2|CCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	CCL2	CCR2	CCL chemokine	False	0.793966	0.8463541666666667	0.74245794	0.7576074729411764	0.8072398258823529	0.8266292799999999	0.786826926	635	594	652	705	613	635	611	-41	17
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	VEGFA	KDR	VEGF	True	0.919403	0.8881983891666667	0.8992536468750001	0.9051799029411766	0.9252751576470589	0.9660032416666666	0.87046732	100	268	102	111	151	100	104	168	2
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|VEGFA|KDR|VEGF	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	False	0.798013	0.8949455491666666	0.747515986875	0.7623679876470587	0.7777005411764705	0.8311253216666665	0.813145836	606	210	623	667	798	606	415	-396	17
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|VEGFA|KDR|VEGF	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	False	0.444219	0.5995501891666667	0.30527320187499996	0.5226100723529411	0.39351582117647055	0.4380206238888889	0.488551042	3107	2496	3472	2617	3456	3107	2915	-611	365
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|VEGFA|KDR|VEGF	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	False	0.785744	0.8716856066666667	0.7321794	0.7479335529411764	0.7796848894117646	0.8174927999999999	0.79538123	688	394	712	776	696	688	548	-294	24
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	SPP1	CD44	SPP1	True	0.941445	0.9161339966666667	0.9268060125	0.9311115411764704	0.9314875435294117	0.9904942333333334	0.89545607	5	8	5	6	1	5	5	3	0
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|SPP1|CD44|SPP1	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	False	0.531374	0.6656013266666667	0.414217495	0.6251458776470588	0.4494272941176471	0.5348599955555555	0.565154328	2340	1967	2696	1592	3032	2340	2184	-373	356
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|SPP1|CD44|SPP1	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	False	0.60538	0.7889441291666667	0.506724596875	0.6239760911764706	0.5376625882352941	0.6170885305555556	0.66382857	1781	1078	2047	1611	2258	1781	1474	-703	266
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	False	0.810566	0.9130563441666667	0.763207453125	0.7771364264705881	0.7796848894117646	0.8450732916666668	0.82847782	489	41	501	522	697	489	278	-448	12
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	SPP1	ITGAV	SPP1	True	0.940522	0.9145951716666667	0.92565189375	0.9300253117647058	0.9314875435294117	0.9894683500000001	0.8942250099999999	9	25	9	11	2	9	9	16	0
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	False	0.734021	0.7882930866666666	0.66752664	0.7753191905882353	0.6894652470588235	0.76002368	0.727823866	1030	1082	1090	539	1441	1030	1067	52	60
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|SPP1|ITGAV|SPP1	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	False	0.601722	0.7828480116666667	0.5021525087500001	0.6196729494117647	0.5376625882352941	0.6130244522222222	0.658951676	1806	1135	2087	1662	2259	1806	1497	-671	281
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	False	0.808719	0.9099786941666665	0.7608992156250001	0.7749639676470588	0.7796848894117646	0.843021525	0.8260156999999999	506	71	518	543	698	506	301	-435	12
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|MIF|CD74|MIF	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	MIF	CD74	MIF	False	0.810886	0.9135890141666666	0.763606955625	0.7775124288235293	0.7796848894117646	0.845428405	0.8289039559999999	486	37	498	517	699	486	274	-449	12
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|MIF|CD74|MIF	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	MIF	CD74	MIF	False	0.810584	0.9158972541666666	0.763229765625	0.7771574264705882	0.7777005411764705	0.8450931249999999	0.8299071999999998	488	11	500	521	799	488	265	-477	12
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|MIF|CD74|MIF	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	MIF	CD74	MIF	False	0.525799	0.6563091866666667	0.40724839	0.61858672	0.4494272941176471	0.5286652355555557	0.557720616	2406	2036	2765	1682	3033	2406	2268	-370	359
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	False	0.811525	0.9146543566666667	0.7644059625	0.7782644352941176	0.7796848894117646	0.8461386333333334	0.8297562299999999	482	24	492	513	700	482	268	-458	10
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|DLL4|NOTCH1|NOTCH	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	False	0.672859	0.8573626891666668	0.591074176875	0.6151286370588235	0.656990268235294	0.6920659350000001	0.731777682	1413	511	1545	1721	1642	1413	1035	-902	132
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|DLL4|NOTCH1|NOTCH	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	False	0.38724	0.5991950766666667	0.2340497725	0.4555762564705882	0.32673267294117647	0.3747109088888889	0.459884114	3419	2499	3815	3066	3774	3419	3133	-920	396
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|DLL4|NOTCH1|NOTCH	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	False	0.63959	0.8604403416666666	0.54948760625	0.5759883352941176	0.6156775058823529	0.6551000944444444	0.71668188	1588	489	1797	2128	1859	1588	1141	-1099	209
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|DLL4|NOTCH1|NOTCH	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	False	0.804329	0.8658262316666667	0.7554118237499999	0.7697993635294116	0.8056867294117646	0.8381438433333334	0.801744512	557	444	572	601	619	557	503	-113	15
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|JAG1|NOTCH2|NOTCH	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	False	0.784664	0.8874881616666668	0.73082999625	0.7466635258823529	0.7672601176470587	0.8162933299999999	0.8027427460000001	694	274	719	787	959	694	496	-420	25
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|JAG1|NOTCH2|NOTCH	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	False	0.64554	0.8822798291666667	0.556924391875	0.5829876629411764	0.6072607247058823	0.6617105705555557	0.730576338	1551	315	1753	2066	1900	1551	1045	-1236	202
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|JAG1|NOTCH2|NOTCH	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	False	0.569811	0.7626657191666667	0.46226331437499996	0.582130178235294	0.5143661411764705	0.5775673905555556	0.632904852	2032	1298	2363	2076	2458	2032	1658	-734	331
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|JAG1|NOTCH2|NOTCH	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	False	0.905834	0.8919862691666666	0.8822925768750001	0.8892165429411765	0.9066379999999999	0.9509267349999999	0.865576832	153	235	156	163	244	153	122	82	3
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|WNT5A|FZD5|WNT	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	WNT5A	FZD5	WNT	False	0.659838	0.7938565341666667	0.5747976956249999	0.5998095958823528	0.6864991011764705	0.6775979516666666	0.693514012	1481	1033	1651	1876	1463	1481	1284	-448	170
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|WNT5A|FZD5|WNT	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	False	0.49961	0.7820785991666667	0.37451274437499993	0.4113061123529411	0.506309454117647	0.49956688388888887	0.607511064	2654	1142	3018	3310	2565	2654	1839	-1512	364
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|WNT5A|FZD5|WNT	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	False	0.574475	0.6969105116666667	0.46809435875	0.58761822	0.5662696235294117	0.5827505411111111	0.602359666	1998	1785	2332	2001	2085	1998	1884	-213	334
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|WNT5A|FZD5|WNT	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	False	0.801356	0.8322679916666667	0.75169528875	0.7663014482352941	0.8258769835294117	0.8348402566666666	0.783478778	580	706	596	633	548	580	640	126	16
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|EGF|EGFR|EGF/ERBB	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	False	0.648856	0.595703125	0.6860703187500001	0.586889711764706	0.6958051529411764	0.665395838888889	0.62227969	1536	2527	977	2010	1418	1536	1733	991	-559
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|EGF|EGFR|EGF/ERBB	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	EGF	EGFR	EGF/ERBB	False	0.267188	0.44531250000000006	0.20898437499999997	0.2261029411764706	0.2647058823529412	0.24131944444444445	0.35625	3903	3363	3898	3997	3948	3903	3641	-540	-5
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|EGF|EGFR|EGF/ERBB	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	False	0.348368	0.567412405	0.31046029374999995	0.23337439411764704	0.3622597552941176	0.3315202611111111	0.45789032	3597	2730	3447	3976	3603	3597	3145	-867	-150
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|EGF|EGFR|EGF/ERBB	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	False	0.472125	0.5690104174999999	0.4651565081249999	0.3789708311764705	0.5067281835294117	0.46902800722222215	0.520567812	2915	2714	2349	3466	2550	2915	2625	-201	-566
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|HBEGF|EGFR|EGF/ERBB	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	True	0.91751	0.8762428966666668	0.8968876875	0.9029531176470589	0.9314875435294117	0.9639001666666667	0.86354319	105	363	107	116	3	105	131	258	2
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|HBEGF|EGFR|EGF/ERBB	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	False	0.72017	0.8660629741666667	0.650212620625	0.6707883488235294	0.7065086023529411	0.7446334405555555	0.759783202	1124	442	1204	1323	1363	1124	802	-682	80
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|HBEGF|EGFR|EGF/ERBB	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	False	0.605095	0.8390743366666669	0.5063684574999999	0.5354056070588236	0.5901766635294117	0.6167719622222223	0.6887512179999999	1785	654	2052	2507	1957	1785	1313	-1131	267
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|HBEGF|EGFR|EGF/ERBB	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	False	0.706374	0.8406131616666668	0.63296747625	0.6545576247058823	0.7082424517647058	0.7293044233333333	0.740160238	1213	643	1314	1416	1353	1213	972	-570	101
GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	False	0.792861	0.9033499041666667	0.741076138125	0.7563069535294118	0.7657070211764705	0.8254010116666666	0.8147720740000001	644	134	662	718	975	644	406	-510	18
GSE300445|GSM9060732_AdjIII-0019|tumor_like|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	False	0.50871	0.6432291666666666	0.38588722	0.5984820894117646	0.4385556188235294	0.5096775288888888	0.542636138	2567	2137	2936	1891	3179	2567	2418	-430	369
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	False	0.808098	0.9117542616666667	0.7601225212500001	0.7742329611764706	0.7777005411764705	0.84233113	0.8265928060000001	512	53	524	550	800	512	296	-459	12
GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	True	0.938107	0.9105705491666668	0.922633426875	0.9271844017647058	0.9314875435294117	0.9867852683333335	0.8910053120000001	17	63	17	20	4	17	19	46	0
GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|TGFB1|TGFBR1|TGFB	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	False	0.914033	0.8946496216666666	0.89254091625	0.8988620388235294	0.9144034823529412	0.9600363699999999	0.871007844	119	212	121	130	208	119	101	93	2
GSE300445|GSM9060733_AdjIII-0022|tumor_like|stroma_fibroblast|TGFB1|TGFBR1|TGFB	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	False	0.510209	0.6303267041666667	0.387761528125	0.600246144117647	0.4494272941176471	0.5113435805555555	0.53693463	2552	2241	2920	1865	3034	2552	2475	-311	368
GSE300445|GSM9060733_AdjIII-0022|stroma_fibroblast|tumor_like|TGFB1|TGFBR1|TGFB	GSE300445	GSM9060733_AdjIII-0022	melanoma	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	False	0.509124	0.6312144891666667	0.38640458687499996	0.5989690229411764	0.4475235011764706	0.5101374105555555	0.5368357460000001	2563	2233	2933	1884	3129	2563	2479	-330	370
GSE300445|GSM9060733_AdjIII-0022|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR1|TGFB	GSE300445	GSM9060733_AdjIII-0022	melanoma	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	False	0.77977	0.8771306816666667	0.72471205125	0.7409054599999999	0.768813214117647	0.8108551566666667	0.795116828	731	357	761	836	939	731	552	-374	30
GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	False	0.908267	0.8894412866666667	0.885334335	0.8920793741176472	0.9112972894117647	0.9536305199999999	0.8655210440000001	144	257	147	155	220	144	123	113	3
GSE300445|GSM9060733_AdjIII-0022|tumor_like|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	False	0.657298	0.7536103216666666	0.57162209125	0.6850560858823529	0.6236840941176471	0.6747751922222223	0.672120664	1491	1376	1667	1246	1816	1491	1409	-115	176
GSE300445|GSM9060733_AdjIII-0022|stroma_fibroblast|tumor_like|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060733_AdjIII-0022	melanoma	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	False	0.492415	0.6270714966666667	0.3655181425	0.5793111929411764	0.4307901364705882	0.49157168222222225	0.526409672	2730	2269	3098	2094	3220	2730	2581	-461	368
GSE300445|GSM9060733_AdjIII-0022|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060733_AdjIII-0022	melanoma	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	False	0.774566	0.8750591866666667	0.718207935	0.7347839388235293	0.7641539247058824	0.80507372	0.791479434	763	371	797	884	988	763	573	-392	34
GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|CXCL12|CXCR4|CXCL chemokine	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	False	0.733932	0.8359374991666667	0.6674145243749999	0.6869783758823528	0.7439636705882352	0.7599240216666667	0.751601226	1033	675	1093	1229	1145	1033	877	-358	60
GSE300445|GSM9060733_AdjIII-0022|tumor_like|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	False	0.436788	0.5651633516666668	0.29598472374999996	0.5138679752941175	0.40904678588235294	0.4297641988888889	0.46764223200000005	3159	2746	3524	2667	3368	3159	3064	-413	365
