candidate_id	dataset	sample_id	cancer	sender_compartment	receiver_compartment	ligand	receptor	pathway	full_high	full_v3	no_null	no_external	no_recurrence	no_raw_score	no_annotation	equal_weight	rank_full_v3	rank_no_null	rank_no_external	rank_no_recurrence	rank_no_raw_score	rank_no_annotation	rank_equal_weight	rank_shift_no_null_vs_full	rank_shift_no_external_vs_full
GSE283052|GSM8655164_P13|immune|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	immune	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	False	0.529905	0.6126893941666667	0.41238088062499995	0.5351820052941176	0.5732836094117646	0.5332274494444444	0.5379637159999999	2360	2387	2718	2508	2037	2360	2464	27	358
GSE283052|GSM8655164_P13|stroma_fibroblast|tumor_like|CXCL12|CXCR4|CXCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	False	0.553309	0.7439630691666667	0.44163566687499994	0.4744806276470588	0.5963890494117647	0.5592317038888889	0.615302468	2159	1446	2482	2966	1936	2159	1786	-713	323
GSE283052|GSM8655164_P13|stroma_fibroblast|immune|CXCL12|CXCR4|CXCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	CXCL12	CXCR4	CXCL chemokine	False	0.724149	0.7718394866666667	0.6551864399999999	0.7048813558823529	0.7482887758823529	0.7490546133333333	0.7146609859999999	1092	1218	1163	1099	1121	1092	1157	126	71
GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	False	0.815168	0.7804805866666668	0.768960345	0.7825509129411763	0.8786822635294118	0.8501869733333334	0.764491098	467	1155	478	496	366	467	767	688	11
GSE283052|GSM8655164_P13|tumor_like|tumor_like|CXCL9|CXCR3|CXCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	tumor_like	CXCL9	CXCR3	CXCL chemokine	False	0.494985	0.51242897725	0.49373075293749996	0.40586423805882355	0.5735614305882353	0.4944273359444445	0.5037067898	2706	3104	2148	3339	2034	2706	2799	398	-558
GSE283052|GSM8655164_P13|tumor_like|immune|CXCL9|CXCR3|CXCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	immune	CXCL9	CXCR3	CXCL chemokine	False	0.085609	0.08540482953333334	0.10701114365	0.10071637049411764	0.09925413788235293	0.03956546102222222	0.11884020556000001	4201	4212	4189	4181	4190	4201	4209	11	-12
GSE283052|GSM8655164_P13|tumor_like|stroma_fibroblast|CXCL9|CXCR3|CXCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	False	0.140941	0.17329545383333336	0.17617621037500003	0.10698937505882353	0.16113375941176467	0.10104552033333333	0.19045154439999998	4144	4079	4018	4171	4132	4144	4125	-65	-126
GSE283052|GSM8655164_P13|immune|tumor_like|CXCL9|CXCR3|CXCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	immune	tumor_like	CXCL9	CXCR3	CXCL chemokine	False	0.32753	0.3045691295	0.284412687125	0.35591782258823523	0.3762219676470588	0.308366833	0.3160496396	3704	3810	3594	3582	3532	3704	3821	106	-110
GSE283052|GSM8655164_P13|immune|immune|CXCL9|CXCR3|CXCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	immune	immune	CXCL9	CXCR3	CXCL chemokine	False	0.519677	0.38920454550000005	0.5245957241249999	0.5231489168235293	0.6013574729411764	0.5218628658888889	0.45444056239999997	2462	3531	1941	2612	1921	2462	3171	1069	-521
GSE283052|GSM8655164_P13|immune|stroma_fibroblast|CXCL9|CXCR3|CXCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	immune	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	False	0.260889	0.29705255775000006	0.2011110383125	0.2775162707647059	0.3031262311764706	0.23432092294444445	0.2789706942	3923	3838	3933	3864	3842	3923	3950	-85	10
GSE283052|GSM8655164_P13|stroma_fibroblast|tumor_like|CXCL9|CXCR3|CXCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	CXCL9	CXCR3	CXCL chemokine	False	0.578552	0.6859611741666667	0.473190140625	0.504178955882353	0.6670298917647058	0.587280125	0.59892331	1961	1844	2289	2746	1571	1961	1911	-117	328
GSE283052|GSM8655164_P13|stroma_fibroblast|immune|CXCL9|CXCR3|CXCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	CXCL9	CXCR3	CXCL chemokine	False	0.124378	0.12801846683333334	0.155473020125	0.11691578305882352	0.14419686647058821	0.08264268455555555	0.1595317748	4162	4152	4095	4156	4148	4162	4165	-10	-67
GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|CXCL9|CXCR3|CXCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	False	0.606794	0.5189985795000001	0.6334924046250001	0.537404616117647	0.7004644423529411	0.6186599152222222	0.5628962516	1771	3054	1313	2485	1389	1771	2210	1283	-458
GSE283052|GSM8655164_P13|tumor_like|tumor_like|CCL2|CCR2|CCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	False	0.434874	0.506924716	0.41859223199999995	0.33514563011764703	0.5067281835294117	0.4276375395555555	0.47089925079999995	3172	3139	2664	3686	2554	3172	3042	-33	-508
GSE283052|GSM8655164_P13|tumor_like|immune|CCL2|CCR2|CCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	immune	CCL2	CCR2	CCL chemokine	False	0.152228	0.09061316283333334	0.190285007125	0.1790917714117647	0.17395306823529408	0.113586673	0.15475391759999998	4134	4196	3968	4090	4120	4134	4168	62	-166
GSE283052|GSM8655164_P13|tumor_like|stroma_fibroblast|CCL2|CCR2|CCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	stroma_fibroblast	CCL2	CCR2	CCL chemokine	False	0.368391	0.393465909	0.3354885517499999	0.3451656957647059	0.42036623058823525	0.3537676015555555	0.3809283752	3502	3509	3301	3637	3288	3502	3541	7	-201
GSE283052|GSM8655164_P13|immune|tumor_like|CCL2|CCR2|CCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	immune	tumor_like	CCL2	CCR2	CCL chemokine	False	0.091444	0.08789062508333334	0.1143050653125	0.10758123794117647	0.10436432611764705	0.04604894694444445	0.123000672	4195	4204	4177	4169	4187	4195	4204	9	-18
GSE283052|GSM8655164_P13|immune|immune|CCL2|CCR2|CCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	immune	immune	CCL2	CCR2	CCL chemokine	False	0.550044	0.4002130675	0.562555085625	0.5588753747058823	0.6293132094117647	0.5556045205555556	0.475128568	2194	3489	1725	2305	1770	2194	3012	1295	-469
GSE283052|GSM8655164_P13|immune|stroma_fibroblast|CCL2|CCR2|CCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	immune	stroma_fibroblast	CCL2	CCR2	CCL chemokine	False	0.188413	0.09463778408333334	0.23551575806250002	0.22166188994117647	0.2136822776470588	0.15379178494444445	0.1748585286	4088	4191	3809	4015	4066	4088	4147	103	-279
GSE283052|GSM8655164_P13|stroma_fibroblast|tumor_like|CCL2|CCR2|CCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	CCL2	CCR2	CCL chemokine	False	0.207878	0.2980587113333333	0.2598476635	0.09750368388235293	0.2400504747058823	0.1754201453333333	0.2863017544	4058	3835	3697	4186	4001	4058	3925	-223	-361
GSE283052|GSM8655164_P13|stroma_fibroblast|immune|CCL2|CCR2|CCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	CCL2	CCR2	CCL chemokine	False	0.231277	0.17175662783333334	0.289096400875	0.2132672014117647	0.26849781588235294	0.20141902299999997	0.2348502076	4004	4085	3564	4042	3935	4004	4065	81	-440
GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|CCL2|CCR2|CCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	CCL2	CCR2	CCL chemokine	False	0.615732	0.5250946975	0.6446651531250001	0.5479201441176471	0.7066768282352941	0.6285912472222223	0.57041341	1711	3012	1238	2384	1362	1711	2142	1301	-473
GSE283052|GSM8655164_P13|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	tumor_like	VEGFA	KDR	VEGF	False	0.594804	0.6022135425000001	0.618505566875	0.5232993570588236	0.6276192094117646	0.6053382816666667	0.598508998	1859	2470	1386	2609	1777	1859	1915	611	-473
GSE283052|GSM8655164_P13|tumor_like|immune|VEGFA|KDR|VEGF	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	immune	VEGFA	KDR	VEGF	False	0.40499	0.3341619325	0.3812373343749999	0.47645866764705874	0.4170502447058823	0.39443318611111106	0.36957589999999996	3333	3726	2968	2950	3316	3333	3583	393	-365
GSE283052|GSM8655164_P13|tumor_like|stroma_fibroblast|VEGFA|KDR|VEGF	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	False	0.708949	0.7971117416666667	0.63618683625	0.6575876105882353	0.7419793223529411	0.7321660766666666	0.719697272	1198	1013	1296	1396	1153	1198	1120	-185	98
GSE283052|GSM8655164_P13|immune|tumor_like|VEGFA|KDR|VEGF	GSE283052	GSM8655164_P13	colorectal cancer	immune	tumor_like	VEGFA	KDR	VEGF	False	0.0911	0.09682765158333334	0.11387486368750001	0.10717634229411765	0.09765094117647058	0.04566654550000001	0.1272971046	4196	4188	4179	4170	4195	4196	4197	-8	-17
GSE283052|GSM8655164_P13|immune|immune|VEGFA|KDR|VEGF	GSE283052	GSM8655164_P13	colorectal cancer	immune	immune	VEGFA	KDR	VEGF	False	0.654551	0.6186079541666667	0.5681882606249999	0.65241248	0.7451598076470588	0.6717228983333334	0.603245948	1510	2333	1694	1427	1144	1510	1876	823	184
GSE283052|GSM8655164_P13|immune|stroma_fibroblast|VEGFA|KDR|VEGF	GSE283052	GSM8655164_P13	colorectal cancer	immune	stroma_fibroblast	VEGFA	KDR	VEGF	False	0.308243	0.4367305871666667	0.135303715375	0.36263879094117646	0.34847602352941176	0.2869366358888889	0.3391534464	3779	3392	4138	3548	3671	3779	3713	-387	359
GSE283052|GSM8655164_P13|stroma_fibroblast|tumor_like|VEGFA|KDR|VEGF	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	False	0.233136	0.31155303	0.16642054750000002	0.27427816235294117	0.23082896470588232	0.20348493111111113	0.272344734	4001	3795	4058	3875	4025	4001	3971	-206	57
GSE283052|GSM8655164_P13|stroma_fibroblast|immune|VEGFA|KDR|VEGF	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	VEGFA	KDR	VEGF	False	0.307929	0.29255445	0.2599114175	0.36226956941176464	0.3322311341176471	0.2865879266666667	0.300241792	3780	3858	3696	3550	3738	3780	3880	78	-84
GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|VEGFA|KDR|VEGF	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	False	0.787628	0.7764559666666667	0.734535515	0.7501510729411763	0.8491233317647058	0.8195871244444445	0.748708856	674	1184	695	758	475	674	900	510	21
GSE283052|GSM8655164_P13|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	tumor_like	SPP1	CD44	SPP1	False	0.778606	0.8597892991666667	0.7232571693750001	0.7395361594117646	0.7796848894117646	0.8095619283333333	0.785864184	739	494	768	849	724	739	623	-245	29
GSE283052|GSM8655164_P13|tumor_like|immune|SPP1|CD44|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	immune	SPP1	CD44	SPP1	False	0.384073	0.4200994325	0.355091074375	0.45185042294117644	0.3317802352941177	0.3711920661111111	0.402086146	3436	3450	3169	3090	3747	3436	3451	14	-267
GSE283052|GSM8655164_P13|tumor_like|stroma_fibroblast|SPP1|CD44|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	False	0.486914	0.5915009466666667	0.35864221	0.5728397270588235	0.4494272941176471	0.48545974222222227	0.505874024	2779	2564	3144	2159	3066	2779	2777	-215	365
GSE283052|GSM8655164_P13|immune|tumor_like|SPP1|CD44|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	immune	tumor_like	SPP1	CD44	SPP1	False	0.449962	0.5497159091666667	0.31245194687499994	0.5293665382352941	0.4354494258823529	0.44440173055555554	0.46650539999999996	3064	2840	3437	2553	3197	3064	3082	-224	373
GSE283052|GSM8655164_P13|immune|immune|SPP1|CD44|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	immune	immune	SPP1	CD44	SPP1	False	0.784125	0.7829663816666667	0.73015611125	0.7754410464705882	0.8109941876470588	0.8156943211111112	0.750212302	696	1134	722	536	601	696	887	438	26
GSE283052|GSM8655164_P13|immune|stroma_fibroblast|SPP1|CD44|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	immune	stroma_fibroblast	SPP1	CD44	SPP1	False	0.330307	0.34369081500000004	0.28788362125	0.38859634941176474	0.3224616564705882	0.31145210777777776	0.336998856	3687	3681	3573	3415	3787	3687	3724	-6	-114
GSE283052|GSM8655164_P13|stroma_fibroblast|tumor_like|SPP1|CD44|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	False	0.789916	0.8814512316666667	0.73739524875	0.7528425870588235	0.7777005411764705	0.82212911	0.802350382	663	323	682	744	838	663	498	-340	19
GSE283052|GSM8655164_P13|stroma_fibroblast|immune|SPP1|CD44|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	SPP1	CD44	SPP1	False	0.620316	0.6561316291666668	0.5253947918749999	0.7003715682352941	0.5901610076470588	0.6336842594444445	0.604890398	1690	2039	1937	1129	1959	1690	1861	349	247
GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	True	0.918966	0.8786695066666667	0.898707645	0.9046660188235294	0.9314875435294117	0.9655179066666666	0.865484478	101	344	103	112	44	101	124	243	2
GSE283052|GSM8655164_P13|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	tumor_like	SPP1	ITGAV	SPP1	False	0.766035	0.8388375941666667	0.707543390625	0.7247467205882352	0.7796848894117646	0.7955941249999999	0.76910282	822	655	859	968	725	822	735	-167	37
GSE283052|GSM8655164_P13|tumor_like|immune|SPP1|ITGAV|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	immune	SPP1	ITGAV	SPP1	False	0.356907	0.3748224425	0.321133331875	0.41989019470588235	0.3317802352941177	0.34100740611111113	0.365864554	3552	3580	3395	3261	3748	3552	3597	28	-157
GSE283052|GSM8655164_P13|tumor_like|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	False	0.594442	0.7707149641666667	0.493052723125	0.58169668	0.5670743535294117	0.6049357538888889	0.649245238	1861	1227	2151	2080	2071	1861	1555	-634	290
GSE283052|GSM8655164_P13|immune|tumor_like|SPP1|ITGAV|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	immune	tumor_like	SPP1	ITGAV	SPP1	False	0.406077	0.5117779366666667	0.25759582749999993	0.47773724941176465	0.4105998823529411	0.3956407355555555	0.425593966	3326	3111	3707	2943	3356	3326	3335	-215	381
GSE283052|GSM8655164_P13|immune|immune|SPP1|ITGAV|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	immune	immune	SPP1	ITGAV	SPP1	False	0.735834	0.7316524616666668	0.66979267625	0.7186284017647059	0.7904031335294117	0.7620379344444443	0.700409968	1018	1536	1077	1013	656	1018	1241	518	59
GSE283052|GSM8655164_P13|immune|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	immune	stroma_fibroblast	SPP1	ITGAV	SPP1	False	0.350408	0.3639914775	0.313010108125	0.4122448076470588	0.3317802352941177	0.33378676277777786	0.357199782	3585	3614	3433	3307	3749	3585	3635	29	-152
GSE283052|GSM8655164_P13|stroma_fibroblast|tumor_like|SPP1|ITGAV|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	False	0.71741	0.8681344691666667	0.646762516875	0.6675411923529411	0.701799214117647	0.7415666816666667	0.759438908	1138	430	1218	1338	1380	1138	806	-708	80
GSE283052|GSM8655164_P13|stroma_fibroblast|immune|SPP1|ITGAV|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	SPP1	ITGAV	SPP1	False	0.476194	0.5846354166666667	0.3452422375	0.5602279882352941	0.44166181176470587	0.4735486555555556	0.49708126999999996	2884	2618	3231	2288	3160	2884	2844	-266	347
GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	True	0.923156	0.8856534091666667	0.9039455718750001	0.9095958323529412	0.9314875435294117	0.9701738416666668	0.8710716	84	289	86	94	45	84	99	205	2
GSE283052|GSM8655164_P13|tumor_like|tumor_like|MIF|CD74|MIF	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	tumor_like	MIF	CD74	MIF	False	0.797959	0.8920454541666667	0.747449285625	0.76230521	0.7796848894117646	0.8310660316666666	0.8116691079999999	607	234	624	668	726	607	429	-373	17
GSE283052|GSM8655164_P13|tumor_like|immune|MIF|CD74|MIF	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	immune	MIF	CD74	MIF	False	0.777629	0.8609730116666666	0.72203658375	0.7677991382352941	0.7482887758823529	0.8084769633333333	0.785967806	746	483	778	622	1122	746	620	-263	32
GSE283052|GSM8655164_P13|tumor_like|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	stroma_fibroblast	MIF	CD74	MIF	False	0.802061	0.9016927091666668	0.752576356875	0.7671306888235293	0.7777005411764705	0.8356234283333334	0.818543564	575	151	591	628	839	575	375	-424	16
GSE283052|GSM8655164_P13|immune|tumor_like|MIF|CD74|MIF	GSE283052	GSM8655164_P13	colorectal cancer	immune	tumor_like	MIF	CD74	MIF	False	0.499449	0.6123934666666667	0.3743116	0.5875873882352941	0.4494272941176471	0.49938808888888897	0.52258804	2656	2389	3020	2002	3067	2656	2613	-267	364
GSE283052|GSM8655164_P13|immune|immune|MIF|CD74|MIF	GSE283052	GSM8655164_P13	colorectal cancer	immune	immune	MIF	CD74	MIF	True	0.906644	0.8581321016666665	0.8833045912499999	0.9195807923529412	0.9020757782352942	0.9518263033333333	0.849054554	150	505	153	56	268	150	194	355	3
GSE283052|GSM8655164_P13|immune|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655164_P13	colorectal cancer	immune	stroma_fibroblast	MIF	CD74	MIF	False	0.507013	0.6249999991666667	0.38376649937499996	0.5964861170588235	0.4494272941176471	0.5077924438888889	0.532673266	2586	2286	2954	1909	3068	2586	2525	-300	368
GSE283052|GSM8655164_P13|stroma_fibroblast|tumor_like|MIF|CD74|MIF	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	MIF	CD74	MIF	False	0.512304	0.6338186541666667	0.390380490625	0.60271105	0.4494272941176471	0.5136715472222223	0.53972819	2536	2209	2903	1838	3069	2536	2450	-327	367
GSE283052|GSM8655164_P13|stroma_fibroblast|immune|MIF|CD74|MIF	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	MIF	CD74	MIF	False	0.740334	0.8131510416666667	0.6754174162500001	0.7533340382352941	0.7087568335294118	0.7670377033333333	0.743409154	984	866	1041	740	1352	984	944	-118	57
GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	True	0.932638	0.9014559666666666	0.91579749	0.9207505788235293	0.9314875435294117	0.98070888	0.883713646	45	152	45	50	46	45	49	107	0
GSE283052|GSM8655164_P13|tumor_like|tumor_like|DLL4|NOTCH1|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	False	0.655492	0.7536103216666666	0.5693655112499999	0.5946969517647057	0.7097955482352941	0.6727693433333334	0.671218032	1504	1377	1684	1925	1347	1504	1420	-127	180
GSE283052|GSM8655164_P13|tumor_like|immune|DLL4|NOTCH1|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	immune	DLL4	NOTCH1	NOTCH	False	0.264953	0.2897727275	0.20619093062500002	0.3117091111764706	0.28363424470588233	0.2388363827777778	0.277362736	3911	3868	3911	3764	3898	3911	3957	-43	0
GSE283052|GSM8655164_P13|tumor_like|stroma_fibroblast|DLL4|NOTCH1|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	False	0.387333	0.5663470641666667	0.234166238125	0.39686234235294116	0.4088526488235294	0.37481443388888885	0.44350669400000003	3417	2737	3813	3376	3372	3417	3234	-680	396
GSE283052|GSM8655164_P13|immune|tumor_like|DLL4|NOTCH1|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	immune	tumor_like	DLL4	NOTCH1	NOTCH	False	0.380935	0.33090672250000003	0.351168971875	0.4481590323529412	0.39104840470588237	0.3677057527777778	0.35592095	3454	3735	3194	3103	3472	3454	3645	281	-260
GSE283052|GSM8655164_P13|immune|immune|DLL4|NOTCH1|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	immune	immune	DLL4	NOTCH1	NOTCH	True	0.78756	0.6772608916666667	0.73444986375	0.8088939888235294	0.8602392429411764	0.81951099	0.6990770580000001	676	1898	697	413	439	676	1248	1222	21
GSE283052|GSM8655164_P13|immune|stroma_fibroblast|DLL4|NOTCH1|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	immune	stroma_fibroblast	DLL4	NOTCH1	NOTCH	False	0.37156	0.47277462166666673	0.21445001625000001	0.4371294270588235	0.3975238117647059	0.35728890333333335	0.388833984	3488	3282	3884	3165	3432	3488	3506	-206	396
GSE283052|GSM8655164_P13|stroma_fibroblast|tumor_like|DLL4|NOTCH1|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	False	0.732849	0.7863399616666666	0.6660617962500001	0.68570522	0.7777005411764705	0.7587215966666666	0.7262613659999999	1041	1101	1103	1241	840	1041	1081	60	62
GSE283052|GSM8655164_P13|stroma_fibroblast|immune|DLL4|NOTCH1|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	DLL4	NOTCH1	NOTCH	False	0.330179	0.30877130750000004	0.287724015625	0.3884461323529412	0.3469605035294118	0.3113102361111111	0.31947526000000004	3690	3803	3575	3419	3676	3690	3811	113	-115
GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|DLL4|NOTCH1|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	False	0.82992	0.7874644891666667	0.7873995918750001	0.7999054982352941	0.8911070352941177	0.866577415	0.775358748	414	1089	425	438	314	414	696	675	11
GSE283052|GSM8655164_P13|tumor_like|tumor_like|JAG1|NOTCH2|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	False	0.670969	0.7816051141666668	0.5887114406249999	0.6129048852941176	0.7082424517647058	0.6899657250000001	0.6929538	1426	1146	1565	1746	1354	1426	1287	-280	139
GSE283052|GSM8655164_P13|tumor_like|immune|JAG1|NOTCH2|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	immune	JAG1	NOTCH2	NOTCH	False	0.300965	0.3233901525	0.251205979375	0.3540762158823529	0.30227140235294114	0.27884975944444446	0.312177468	3808	3760	3740	3593	3848	3808	3839	-48	-68
GSE283052|GSM8655164_P13|tumor_like|stroma_fibroblast|JAG1|NOTCH2|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	False	0.583309	0.7961647716666667	0.47913677874999994	0.5097757917647059	0.5948359529411764	0.5925660255555555	0.656403764	1924	1020	2234	2694	1940	1924	1511	-904	310
GSE283052|GSM8655164_P13|immune|tumor_like|JAG1|NOTCH2|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	immune	tumor_like	JAG1	NOTCH2	NOTCH	False	0.23505	0.30374053000000006	0.16881199749999998	0.27652893882352936	0.23859444705882352	0.20561066444444445	0.26939506399999996	3996	3816	4051	3867	4004	3996	3978	-180	55
GSE283052|GSM8655164_P13|immune|immune|JAG1|NOTCH2|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	immune	immune	JAG1	NOTCH2	NOTCH	False	0.772086	0.7440222541666668	0.715107495625	0.7318658782352941	0.8537325223529412	0.8023177738888888	0.7247207920000001	783	1443	817	913	464	783	1093	660	34
GSE283052|GSM8655164_P13|immune|stroma_fibroblast|JAG1|NOTCH2|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	immune	stroma_fibroblast	JAG1	NOTCH2	NOTCH	False	0.331035	0.47691761416666667	0.16379382062500003	0.3894530076470588	0.3469229270588235	0.3122611738888889	0.370643002	3683	3271	4065	3406	3677	3683	3579	-412	382
GSE283052|GSM8655164_P13|stroma_fibroblast|tumor_like|JAG1|NOTCH2|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	False	0.51795	0.6777935616666667	0.39743811125	0.5211182223529411	0.5132639435294117	0.5199449877777778	0.564538692	2477	1893	2848	2629	2471	2477	2191	-584	371
GSE283052|GSM8655164_P13|stroma_fibroblast|immune|JAG1|NOTCH2|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	JAG1	NOTCH2	NOTCH	False	0.44639	0.5453953616666667	0.30798722125	0.4957526782352941	0.46370889470588234	0.44043308555555555	0.462559236	3098	2863	3461	2810	2936	3098	3108	-235	363
GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|JAG1|NOTCH2|NOTCH	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	False	0.857944	0.8319720641666667	0.822430438125	0.8328757064705882	0.892660131764706	0.8977159450000001	0.8116248739999999	317	709	324	339	307	317	430	392	7
