dataset	sample_id	cancer	sender_compartment	receiver_compartment	ligand	receptor	pathway	method_support_count	method_support_label	stdlib_supported	commot_supported	liana_supported	external_method_support_count	external_method_support_fraction	stdlib_pilot_score	stdlib_adjacency_enrichment	commot_mean_score	liana_lr_means	liana_cellphone_pvals	sender_spots	receiver_spots
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	immune	VEGFA	KDR	VEGF	3	stdlib+commot+liana	1	1	1	2	1.0	0.81992446	0.0	6.350846803390888e-07	0.23478150532814834	0.97	6453	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	immune	WNT5A	FZD5	WNT	3	stdlib+commot+liana	1	1	1	2	1.0	0.12371755	0.0	3.331908636556008e-07	0.09810941897614696	0.88	6453	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	CCL2	CCR2	CCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	0.97520728	0.0	2.1506125877976883e-05	0.3158959270509713	1.0	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	3	stdlib+commot+liana	1	1	1	2	1.0	3.9655075	0.0	1.4923311676226123e-05	1.0162217144893613	0.0	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	20.031562	0.0	0.00012190910078745208	0.9894925584190454	1.0	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	0.094773254	0.0	5.944687717034891e-06	0.0961067200507158	1.0	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	0.22564014	0.0	8.962120908542174e-06	0.170401037213441	1.0	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	3	stdlib+commot+liana	1	1	1	2	1.0	0.077244689	0.0	4.303646857975066e-06	0.09946181182322472	0.05	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	3	stdlib+commot+liana	1	1	1	2	1.0	0.12840146	0.0	7.434690185649693e-06	0.11940043112244686	0.26	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	0.63286567	0.0	2.2071135489130223e-05	0.23953692312731786	1.0	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	3	stdlib+commot+liana	1	1	1	2	1.0	88.611532	0.0	0.0001250166011223027	1.7736791299477213	1.0	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	1.4826619	0.0	1.6679354278922626e-05	0.46952897076417904	1.0	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	0.59202307	0.0	1.0915712420964669e-05	0.25380744746548256	1.0	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	0.64221137	0.0	1.4838717937500002e-05	0.22383117170910113	1.0	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	3.6522345	0.0	3.114638950076588e-05	0.6502344282047977	0.76	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	3	stdlib+commot+liana	1	1	1	2	1.0	0.4797382	0.0	1.7472756627022373e-05	0.21621119742300005	1.0	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	3	stdlib+commot+liana	1	1	1	2	1.0	0.07553247	0.0	4.996814136383865e-06	0.08839760844456163	1.0	6453	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	CCL2	CCR2	CCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	0.26487684	0.0	2.969433580523919e-07	0.2822491143186427	1.0	6453	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	3	stdlib+commot+liana	1	1	1	2	1.0	6.5739074	0.0	2.9536358855551403e-06	1.112267549674896	0.0	6453	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	8.7476528	0.0	4.0931344775558445e-06	0.963780168453739	1.0	6453	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	CXCL9	CXCR3	CXCL chemokine	1	stdlib	1	0	0	0	0.0	0.023344648	0.0	0.0	0.0	1.0		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	2	stdlib+liana	1	0	1	1	0.5	0.12088016	0.0	0.0	0.17043099911336113	0.83		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	3	stdlib+commot+liana	1	1	1	2	1.0	0.1945324	0.0	5.740631938117643e-11	0.2807373295091687	0.0	6453	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	3	stdlib+commot+liana	1	1	1	2	1.0	0.3233652	0.0	3.243628358119889e-06	0.3004813075862062	0.0	6453	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	0.51156083	0.0	7.102423803292962e-07	0.30356147912723924	0.01	6453	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	MIF	CD74	MIF	3	stdlib+commot+liana	1	1	1	2	1.0	31.306789	0.0	8.345487801051766e-08	1.4454282337217872	1.0	6453	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	2.2794807	0.0	1.500107738555628e-06	0.82582924388198	0.0	6453	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	0.49673913	0.0	1.8290493500240636e-06	0.3633388044543128	0.0	6453	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	0.44620976	0.0	4.3003165395982656e-07	0.2616131985496878	0.58	6453	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	0.54846616	0.0	8.276566380536638e-07	0.304226330379926	1.0	6453	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	2	stdlib+liana	1	0	1	1	0.5	0.069653739	0.0	0.0	0.15041808812914906	1.0		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	3	stdlib+commot+liana	1	1	1	2	1.0	0.081744289	0.0	1.8514126808785265e-06	0.11423383389088955	0.14	6453	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	CCL2	CCR2	CCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	3.966947199948225e-06	0.22117032966543684	1.0	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	2	commot+liana	0	1	1	2	1.0	0.0	0.0	3.7511299805089015e-06	0.47970089611421574	1.0	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	1.60616341466493e-05	0.6435034074402722	1.0	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	CXCL9	CXCR3	CXCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	5.6136940977147885e-06	0.09370305078814131	0.98	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	5.010913116617734e-06	0.20167358137389396	0.31	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	EGF	EGFR	EGF/ERBB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	9.39360484334009e-06	0.13432828727735374	0.0	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	HBEGF	EGFR	EGF/ERBB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	6.320011989338864e-05	0.45622700345264156	0.0	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	2.1034229405970293e-05	0.5716590494263518	0.0	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	MIF	CD74	MIF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	9.908704667957443e-05	2.529053865288997	0.0	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	SPP1	CD44	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	5.972329519118259e-06	0.6788712127008848	0.0	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	7.02623941838056e-06	0.36451948357813496	0.0	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	1.1635402172227632e-05	0.2708656356206151	0.51	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	1.310159745410236e-05	0.6318402802563351	0.86	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	VEGFA	KDR	VEGF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	2.7924776414884687e-06	0.5749051845702697	0.0	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	ambiguous_or_low_signal	WNT5A	FZD5	WNT	2	commot+liana	0	1	1	2	1.0	0.0	0.0	2.19251412129234e-05	0.11602014049707057	0.21	98	4227
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	endothelial	CCL2	CCR2	CCL chemokine	1	stdlib	1	0	0	0	0.0	0.016422836	0.0	0.0	0.0	1.0		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	endothelial	COL1A1	ITGA2	ECM-integrin	2	stdlib+liana	1	0	1	1	0.5	0.15191123	0.0	0.0	0.4971902217363333	1.0		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	endothelial	CXCL12	CXCR4	CXCL chemokine	2	stdlib+liana	1	0	1	1	0.5	0.12625055	0.0	0.0	0.26829533476892836	1.0		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	endothelial	CXCL9	CXCR3	CXCL chemokine	1	stdlib	1	0	0	0	0.0	0.0066717771	0.0	0.0	0.0	1.0		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	endothelial	DLL4	NOTCH1	NOTCH	2	stdlib+liana	1	0	1	1	0.5	0.01847569	0.0	0.0	0.1917800296978397	0.46		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	endothelial	JAG1	NOTCH2	NOTCH	2	stdlib+liana	1	0	1	1	0.5	0.17654549	0.0	0.0	0.49385021708786686	0.0		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	endothelial	MIF	CD74	MIF	3	stdlib+commot+liana	1	1	1	2	1.0	17.175207	0.0	9.409384602144076e-07	2.158437513681942	0.0	98	32
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	endothelial	SPP1	CD44	SPP1	2	stdlib+liana	1	0	1	1	0.5	0.033872099	0.0	0.0	0.20382129352830827	1.0		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	endothelial	TGFB1	TGFBR1	TGFB	2	stdlib+liana	1	0	1	1	0.5	0.031819244	0.0	0.0	0.1679080695781516	0.99		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	endothelial	TGFB1	TGFBR2	TGFB	2	stdlib+liana	1	0	1	1	0.5	0.11136736	0.0	0.0	0.25528084195049894	1.0		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	endothelial	VEGFA	KDR	VEGF	2	stdlib+liana	1	0	1	1	0.5	0.17551906	0.0	0.0	0.5248365459175262	0.0		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	endothelial	WNT5A	FZD5	WNT	1	stdlib	1	0	0	0	0.0	0.0082114179	0.0	0.0	0.0	1.0		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	CCL2	CCR2	CCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	0.68184358	0.0	9.203914938174758e-09	0.22843132295072255	1.0	98	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	COL1A1	ITGA2	ECM-integrin	3	stdlib+commot+liana	1	1	1	2	1.0	0.92322041	0.0	1.3873776685594663e-07	0.4757342795424283	1.0	98	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	CXCL12	CXCR4	CXCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	5.1831176	0.0	4.900332776421958e-06	0.6773048761545073	1.0	98	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	CXCL9	CXCR3	CXCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	0.098806253	0.0	1.2356408995263787e-10	0.0924639004053039	0.99	98	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	DLL4	NOTCH1	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	0.24953545	0.0	4.7725107495314585e-06	0.20369781479931887	0.28	98	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	EGF	EGFR	EGF/ERBB	2	stdlib+liana	1	0	1	1	0.5	0.13625052	0.0	0.0	0.12519860025109014	0.03		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	HBEGF	EGFR	EGF/ERBB	3	stdlib+commot+liana	1	1	1	2	1.0	0.91969103	0.0	2.663334903213409e-06	0.4470827526864861	0.0	98	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	JAG1	NOTCH2	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	3.6846738	0.0	8.847130123535887e-06	0.574106990221299	0.0	98	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	MIF	CD74	MIF	3	stdlib+commot+liana	1	1	1	2	1.0	939.61934	0.0	2.019482459894938e-06	2.5952021355667787	0.0	98	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	SPP1	CD44	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	4.4318027	0.0	3.010213287599727e-06	0.6985941635050307	0.0	98	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	SPP1	ITGAV	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	1.2096584	0.0	4.793717490392026e-06	0.33861396565171603	0.0	98	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	TGFB1	TGFBR1	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	0.87477761	0.0	3.1456427474160856e-06	0.28075006682084014	0.38	98	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	TGFB1	TGFBR2	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	3.432955	0.0	2.7782133910315146e-06	0.5982605213426382	1.0	98	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	VEGFA	KDR	VEGF	3	stdlib+commot+liana	1	1	1	2	1.0	2.8098962	0.0	7.8667417139991e-06	0.5766588057122259	0.0	98	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	immune	WNT5A	FZD5	WNT	3	stdlib+commot+liana	1	1	1	2	1.0	0.11267754	0.0	1.2190707551069369e-06	0.11899710451864055	0.15	98	2192
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	CCL2	CCR2	CCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	0.20885983	0.0	1.5781282710754316e-06	0.17775579968529456	1.0	98	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	3	stdlib+commot+liana	1	1	1	2	1.0	0.58990228	0.0	5.15704986244781e-09	0.48270028086230643	1.0	98	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	1.3920482	0.0	1.511559614431526e-06	0.4621195495837035	1.0	98	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	2	stdlib+liana	1	0	1	1	0.5	0.0340221	0.0	0.0	0.0746634746934235	1.0		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	0.10288374	0.0	4.3582835633910317e-08	0.1698560359518473	0.97	98	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	EGF	EGFR	EGF/ERBB	3	stdlib+commot+liana	1	1	1	2	1.0	0.1036695	0.0	3.1645934166226045e-07	0.1447534568583528	0.0	98	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	3	stdlib+commot+liana	1	1	1	2	1.0	0.69976914	0.0	3.0395649562238073e-06	0.4666405629773713	0.0	98	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	1.4060018	0.0	1.623183980685521e-06	0.5393678526232034	0.0	98	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	MIF	CD74	MIF	3	stdlib+commot+liana	1	1	1	2	1.0	249.25095	0.0	1.0658240065863539e-05	2.374428557679054	0.0	98	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	1.4286621	0.0	1.294868644797357e-08	0.5378271534349429	0.88	98	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	0.57046108	0.0	2.7867433745014393e-09	0.32211347267673657	0.05	98	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	0.34514467	0.0	2.5236342594508504e-06	0.2333834590956317	0.96	98	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	1.9628261	0.0	1.7213254494531165e-08	0.6597711399258799	0.42	98	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	3	stdlib+commot+liana	1	1	1	2	1.0	1.13885	0.0	1.6168268960335066e-06	0.5579598899186305	0.0	98	6453
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	2	stdlib+liana	1	0	1	1	0.5	0.047652485	0.0	0.0	0.10923049141843148	0.34		
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	0.19363679	0.0	0.00031368023654417985	0.14689677482810898	1.0	98	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	3	stdlib+commot+liana	1	1	1	2	1.0	3.3380342	0.0	0.0034025894113023122	0.5897239920775875	1.0	98	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	2.0749942	0.0	0.00264736149216502	0.44592163490228387	1.0	98	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	CXCL9	CXCR3	CXCL chemokine	2	stdlib+commot	1	1	0	1	0.5	0.028605435	0.0	0.00010342640036188341	0.0	1.0	98	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	0.18813574	0.0	0.0006113313432360925	0.17157090673468298	0.8	98	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	3	stdlib+commot+liana	1	1	1	2	1.0	0.89116931	0.0	0.0012131560418966697	0.3287990562236287	0.0	98	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	3	stdlib+commot+liana	1	1	1	2	1.0	6.0153928	0.0	0.006181269444496269	0.6506950523841769	0.0	98	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	3.879337	0.0	0.0036810751114360074	0.6063994682956588	0.0	98	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	3	stdlib+commot+liana	1	1	1	2	1.0	300.58756	0.0	0.05505795663448422	2.0604962858612357	0.0	98	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	7.4973744	0.0	0.0026978569986560253	0.902280618897415	0.0	98	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	SPP1	ITGAV	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	1.6338104	0.0	0.0017196122897939455	0.4352347869498214	0.0	98	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	0.81855551	0.0	0.0014875708668637326	0.2737507626824392	0.5	98	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	1.0061412	0.0	0.0018478363129344566	0.31678359406197304	1.0	98	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	3	stdlib+commot+liana	1	1	1	2	1.0	0.56440723	0.0	0.0006214566922386157	0.4936657092607941	0.0	98	98
GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	WNT5A	FZD5	WNT	3	stdlib+commot+liana	1	1	1	2	1.0	0.17603344	0.0	0.00047238477125153454	0.13619571152017154	0.02	98	98
GSE292299	GSM8855718_NSCLC_P16	NSCLC	ambiguous_or_low_signal	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0051289649448828314	2.1692717506801253	1.0	166	166
GSE292299	GSM8855718_NSCLC_P16	NSCLC	ambiguous_or_low_signal	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0012581164204116093	0.33973411935931797	1.0	166	166
GSE292299	GSM8855718_NSCLC_P16	NSCLC	ambiguous_or_low_signal	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0009739280292424756	0.22851461571755008	0.09	166	166
GSE292299	GSM8855718_NSCLC_P16	NSCLC	ambiguous_or_low_signal	ambiguous_or_low_signal	EGF	EGFR	EGF/ERBB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0004040474096913883	0.49968172041058406	0.0	166	166
GSE292299	GSM8855718_NSCLC_P16	NSCLC	ambiguous_or_low_signal	ambiguous_or_low_signal	HBEGF	EGFR	EGF/ERBB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0007866997502573278	0.5227437189147803	0.0	166	166
GSE292299	GSM8855718_NSCLC_P16	NSCLC	ambiguous_or_low_signal	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0007138837007617573	0.22959367486454121	0.56	166	166
GSE292299	GSM8855718_NSCLC_P16	NSCLC	ambiguous_or_low_signal	ambiguous_or_low_signal	MIF	CD74	MIF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.03790454945594146	2.323232939718802	0.01	166	166
GSE292299	GSM8855718_NSCLC_P16	NSCLC	ambiguous_or_low_signal	ambiguous_or_low_signal	SPP1	CD44	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.004971189724625284	1.0177207378682818	0.72	166	166
GSE292299	GSM8855718_NSCLC_P16	NSCLC	ambiguous_or_low_signal	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0030416818762184564	0.8302424363416245	1.0	166	166
GSE292299	GSM8855718_NSCLC_P16	NSCLC	ambiguous_or_low_signal	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0006873129315286765	0.296055051991313	0.96	166	166
